成分券代码,日期,指数代码,指数名称,指数英文名称,成分券名称,成分券英文名称,交易所,交易所英文名称,权重,市盈率-动态,市净率,总市值,盈利,净资产
2,2022-08-31,000300,沪深300,CSI 300,万科A,China Vanke Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.593,7.99,0.83,195395919113.0,24455058712.515644,235416770015.66266
603288,2022-08-31,000300,沪深300,CSI 300,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,上海证券交易所,Shanghai  Exchange,0.586,53.26,15.32,361439035386.0,6786313093.991739,23592626330.678852
300124,2022-08-31,000300,沪深300,CSI 300,汇川技术,Shenzhen Inovance Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.579,38.67,8.93,152717374147.0,3949246810.111197,17101609646.920494
2129,2022-08-31,000300,沪深300,CSI 300,TCL中环,"TCL Zhonghuan Renewable Energy Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.57,26.37,4.51,153862841409.0,5834768350.739476,34115929358.980045
601668,2022-08-31,000300,沪深300,CSI 300,中国建筑,China State Construction Engineering Co Ltd,上海证券交易所,Shanghai  Exchange,0.564,3.76,0.62,214284951833.0,56990678678.989365,345620890053.2258
300014,2022-08-31,000300,沪深300,CSI 300,亿纬锂能,Eve Energy Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.563,66.13,9.56,179739335218.0,2717969684.228036,18801185692.259415
300015,2022-08-31,000300,沪深300,CSI 300,爱尔眼科,Aier Eye Hospital Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.542,78.32,16.47,202276621452.0,2582694349.489275,12281519213.843353
2812,2022-08-31,000300,沪深300,CSI 300,恩捷股份,"Yunnan Energy New Material Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.541,41.98,10.91,169557719120.0,4039011889.471177,15541495794.683777
601088,2022-08-31,000300,沪深300,CSI 300,中国神华,China Shenhua Energy Co Ltd,上海证券交易所,Shanghai  Exchange,0.524,7.4,1.65,609168821820.0,82320111056.75676,369193225345.4546
2304,2022-08-31,000300,沪深300,CSI 300,洋河股份,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.519,16.88,5.18,232694017080.0,13785190585.308058,44921624918.91892
600690,2022-08-31,000300,沪深300,CSI 300,海尔智家,"Haier Smart Home Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.513,15.23,2.81,242156214598.0,15899948430.597504,86176588824.91103
2352,2022-08-31,000300,沪深300,CSI 300,顺丰控股,"S.F. Holding Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.507,47.2,2.9,237172554972.0,5024842266.355932,81783639645.51724
2460,2022-08-31,000300,沪深300,CSI 300,赣锋锂业,Ganfeng Lithium Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.505,11.52,5.54,167090020415.0,14504342049.913195,30160653504.512634
603799,2022-08-31,000300,沪深300,CSI 300,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",上海证券交易所,Shanghai  Exchange,0.497,26.4,5.42,119076920975.0,4510489430.871212,21969911619.00369
600089,2022-08-31,000300,沪深300,CSI 300,特变电工,TBEA Co Ltd,上海证券交易所,Shanghai  Exchange,0.492,6.61,2.03,91320210332.0,13815462985.173979,44985325286.69951
600031,2022-08-31,000300,沪深300,CSI 300,三一重工,Sany Heavy Industry Co Ltd,上海证券交易所,Shanghai  Exchange,0.49,25.17,2.11,132580194788.0,5267389542.630115,62834215539.336494
2049,2022-08-31,000300,沪深300,CSI 300,紫光国微,"Unigroup Guoxin Microelectronics Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.486,54.87,16.26,131451315103.0,2395686442.5551305,8084336722.201721
600406,2022-08-31,000300,沪深300,CSI 300,国电南瑞,"NARI Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.481,41.81,4.64,176470469127.0,4220771804.042095,38032428691.163795
600837,2022-08-31,000300,沪深300,CSI 300,海通证券,Haitong Securities Company Limited,上海证券交易所,Shanghai  Exchange,0.479,12.8,0.75,121758344000.0,9512370625.0,162344458666.66666
601288,2022-08-31,000300,沪深300,CSI 300,农业银行,Agricultural Bank of China Co Ltd,上海证券交易所,Shanghai  Exchange,0.476,3.84,0.48,990451985861.0,257930204651.3021,2063441637210.4167
601816,2022-08-31,000300,沪深300,CSI 300,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.476,-106.78,1.21,219505986211.0,-2055684455.9936318,181409905959.50415
600436,2022-08-31,000300,沪深300,CSI 300,片仔癀,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,上海证券交易所,Shanghai  Exchange,0.475,67.96,18.82,178648259053.0,2628726589.9499707,9492468600.053135
601919,2022-08-31,000300,沪深300,CSI 300,中远海控,"COSCO SHIPPING Holdings Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.471,1.66,1.15,214499974317.0,129216851998.19278,186521716797.39133
600016,2022-08-31,000300,沪深300,CSI 300,民生银行,China Minsheng Banking Corp Ltd,上海证券交易所,Shanghai  Exchange,0.468,3.22,0.32,158492354977.0,49221228253.72671,495288609303.125
600919,2022-08-31,000300,沪深300,CSI 300,江苏银行,"Bank of Jiangsu Co., Ltd",上海证券交易所,Shanghai  Exchange,0.448,4.05,0.69,108409228592.0,26767710763.45679,157114824046.37683
601225,2022-08-31,000300,沪深300,CSI 300,陕西煤业,Shaanxi Coal Industry Company Limited,上海证券交易所,Shanghai  Exchange,0.447,4.55,2.3,224051450000.0,49242076923.07693,97413673913.04349
600000,2022-08-31,000300,沪深300,CSI 300,浦发银行,Shanghai Pudong Development Bank Co Ltd,上海证券交易所,Shanghai  Exchange,0.447,3.51,0.37,211629169414.0,60293210659.25926,571970728145.9459
63,2022-08-31,000300,沪深300,CSI 300,中兴通讯,ZTE Corporation,深圳证券交易所,Shenzhen  Exchange,0.408,12.59,2.09,114945450569.0,9129900760.047657,54997823238.75598
688981,2022-08-31,000300,沪深300,CSI 300,中芯国际,Semiconductor Manufacturing International Corporation,上海证券交易所,Shanghai  Exchange,0.408,25.59,2.62,320008945279.0,12505234282.102385,122140818808.77863
2241,2022-08-31,000300,沪深300,CSI 300,歌尔股份,GoerTek Inc,深圳证券交易所,Shenzhen  Exchange,0.407,26.78,3.78,111354128016.0,4158107842.270351,29458764025.396828
688599,2022-08-31,000300,沪深300,CSI 300,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.406,62.16,6.84,157800363812.0,2538615891.4414415,23070228627.485382
601688,2022-08-31,000300,沪深300,CSI 300,华泰证券,Huatai Securities Co Ltd,上海证券交易所,Shanghai  Exchange,0.405,10.91,0.84,117270318000.0,10748883409.715857,139607521428.57144
603986,2022-08-31,000300,沪深300,CSI 300,兆易创新,GigaDevice Semiconductor (Beijing) Inc.,上海证券交易所,Shanghai  Exchange,0.405,24.75,5.2,75590649302.0,3054167648.5656567,14536663327.307692
600585,2022-08-31,000300,沪深300,CSI 300,海螺水泥,Anhui Conch Cement Co Ltd,上海证券交易所,Shanghai  Exchange,0.401,8.39,0.92,165179261387.0,19687635445.4112,179542675420.65216
300122,2022-08-31,000300,沪深300,CSI 300,智飞生物,Chongqing Zhifei Biological Products Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.394,20.82,7.6,155280000000.0,7458213256.48415,20431578947.368423
2371,2022-08-31,000300,沪深300,CSI 300,北方华创,"NAURA Technology Group Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.389,99.78,8.5,150585833901.0,1509178531.7799158,17715980458.941177
625,2022-08-31,000300,沪深300,CSI 300,长安汽车,Chongqing Changan Automobile Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.378,12.2,2.35,142873911677.0,11710976366.967215,60797409224.25532
600104,2022-08-31,000300,沪深300,CSI 300,上汽集团,SAIC Motor Co Ltd,上海证券交易所,Shanghai  Exchange,0.378,12.9,0.64,178289620430.0,13820900808.527132,278577531921.875
601601,2022-08-31,000300,沪深300,CSI 300,中国太保,China Pacific Insurance (Group) Co Ltd,上海证券交易所,Shanghai  Exchange,0.376,7.5,0.88,199622085191.0,26616278025.466667,226843278626.13635
300142,2022-08-31,000300,沪深300,CSI 300,沃森生物,Walvax Biotechnology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.366,83.71,7.87,70486987296.0,842037836.5308805,8956415158.322744
2230,2022-08-31,000300,沪深300,CSI 300,科大讯飞,"Iflytek Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.365,156.22,5.13,86885116556.0,556171530.8923314,16936669893.957115
601211,2022-08-31,000300,沪深300,CSI 300,国泰君安,"Guotai Junan Securities Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.349,10.22,0.96,130215545722.0,12741247135.225048,135641193460.41667
603501,2022-08-31,000300,沪深300,CSI 300,韦尔股份,"Will Semiconductor CO.,Ltd. Shanghai",上海证券交易所,Shanghai  Exchange,0.349,23.45,5.55,106419617388.0,4538149995.223881,19174705835.675674
600050,2022-08-31,000300,沪深300,CSI 300,中国联通,China United Network Communications Co Ltd,上海证券交易所,Shanghai  Exchange,0.346,11.42,0.71,109310319717.0,9571831849.124344,153958196784.50705
600111,2022-08-31,000300,沪深300,CSI 300,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.344,17.52,6.47,109573270560.0,6254182109.589042,16935590503.863989
2709,2022-08-31,000300,沪深300,CSI 300,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.335,15.61,9.79,90732520406.0,5812461268.802051,9267877467.415731
601988,2022-08-31,000300,沪深300,CSI 300,中国银行,Bank of China Ltd,上海证券交易所,Shanghai  Exchange,0.335,3.73,0.47,894938885373.0,239929996078.55228,1904125288027.6597
338,2022-08-31,000300,沪深300,CSI 300,潍柴动力,Wei Chai Power Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.33,20.97,1.4,100093606737.0,4773181055.65093,71495433383.57143
600660,2022-08-31,000300,沪深300,CSI 300,福耀玻璃,"Fuyao Glass Industry Group Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.328,21.79,3.91,103815597703.0,4764368871.1794405,26551303760.358055
2459,2022-08-31,000300,沪深300,CSI 300,晶澳科技,"JA Solar Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.322,46.04,6.68,156769024183.0,3405061341.9417896,23468416793.862278
2027,2022-08-31,000300,沪深300,CSI 300,分众传媒,"Focus Media Information Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.321,30.15,4.27,84631290394.0,2807007973.2669983,19819974331.147545
600893,2022-08-31,000300,沪深300,CSI 300,航发动力,AVIC AVIATION ENGINE CORPORATION PLC.,上海证券交易所,Shanghai  Exchange,0.321,92.52,3.19,120538171442.0,1302833673.173368,37786260640.12539
2271,2022-08-31,000300,沪深300,CSI 300,东方雨虹,Beijing Oriental Yuhong Waterproof Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.32,39.78,2.93,76878234811.0,1932585088.2604322,26238305396.24573
601169,2022-08-31,000300,沪深300,CSI 300,北京银行,Bank of Beijing Co Ltd,上海证券交易所,Shanghai  Exchange,0.32,3.22,0.39,87531954886.0,27183836921.11801,224440909964.10257
601766,2022-08-31,000300,沪深300,CSI 300,中国中车,CRRC Corporation Limited,上海证券交易所,Shanghai  Exchange,0.319,22.64,0.97,141772388595.0,6262031298.365725,146157101644.3299
300450,2022-08-31,000300,沪深300,CSI 300,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.316,49.71,8.48,80768035828.0,1624784466.4654999,9524532526.886791
601985,2022-08-31,000300,沪深300,CSI 300,中国核电,"China National Nuclear Power Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.314,10.94,1.5,118946035087.0,10872580903.747715,79297356724.66667
601390,2022-08-31,000300,沪深300,CSI 300,中国中铁,China Railway Group Limited,上海证券交易所,Shanghai  Exchange,0.309,4.73,0.6,143006758288.0,30233986953.065536,238344597146.6667
601669,2022-08-31,000300,沪深300,CSI 300,中国电建,"Power Construction Corporation of China,Ltd",上海证券交易所,Shanghai  Exchange,0.309,9.49,1.17,115867168691.0,12209396068.598524,99031768111.96582
601229,2022-08-31,000300,沪深300,CSI 300,上海银行,"Bank of Shanghai Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.308,3.31,0.44,83961336889.0,25365962806.34441,190821220202.27274
100,2022-08-31,000300,沪深300,CSI 300,TCL科技,TCL Technology Group Corporation,深圳证券交易所,Shenzhen  Exchange,0.305,43.35,1.48,57525633926.0,1327004242.8143022,38868671571.62162
661,2022-08-31,000300,沪深300,CSI 300,长春高新,Chang Chun High and New Technology Industry (Group) Inc.,深圳证券交易所,Shenzhen  Exchange,0.3,16.8,4.45,71214582228.0,4238963227.8571424,16003276905.16854
600028,2022-08-31,000300,沪深300,CSI 300,中国石化,China Petroleum & Chemical Corporation,上海证券交易所,Shanghai  Exchange,0.299,5.92,0.66,515763353092.0,87122188022.2973,781459625896.9696
300347,2022-08-31,000300,沪深300,CSI 300,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.298,38.36,4.9,91457713698.0,2384194830.500521,18664839530.20408
601009,2022-08-31,000300,沪深300,CSI 300,南京银行,Bank of Nanjing Co Ltd,上海证券交易所,Shanghai  Exchange,0.286,5.37,0.93,109034652432.0,20304404549.72067,117241561754.8387
600009,2022-08-31,000300,沪深300,CSI 300,上海机场,Shanghai International Airport Co Ltd,上海证券交易所,Shanghai  Exchange,0.279,-51.7,2.87,130038249337.0,-2515246602.263056,45309494542.50871
600905,2022-08-31,000300,沪深300,CSI 300,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.274,17.1,2.31,172295470200.0,10075758491.22807,74586783636.36363
601857,2022-08-31,000300,沪深300,CSI 300,中国石油,PetroChina Co Ltd,上海证券交易所,Shanghai  Exchange,0.272,6.02,0.74,991973699774.0,164779684347.84055,1340504999694.5947
600570,2022-08-31,000300,沪深300,CSI 300,恒生电子,Hundsun Technologies Inc.,上海证券交易所,Shanghai  Exchange,0.268,-340.84,11.44,65303221412.0,-191594946.050933,5708323550.0
600196,2022-08-31,000300,沪深300,CSI 300,复星医药,Shanghai Fosun Pharmaceutical (Group) Co Ltd,上海证券交易所,Shanghai  Exchange,0.268,34.69,2.52,107346836034.0,3094460537.1576824,42597950807.14286
601628,2022-08-31,000300,沪深300,CSI 300,中国人寿,China Life Insurance Company Limited,上海证券交易所,Shanghai  Exchange,0.268,16.51,1.8,839461738500.0,50845653452.45306,466367632500.0
2311,2022-08-31,000300,沪深300,CSI 300,海大集团,Guangdong Haid Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.265,54.71,6.61,100500244191.0,1836962971.8698592,15204272948.71407
600999,2022-08-31,000300,沪深300,CSI 300,招商证券,China Merchants Securities Co Ltd,上海证券交易所,Shanghai  Exchange,0.257,13.34,1.24,114446292767.0,8579182366.341829,92295397392.74194
601658,2022-08-31,000300,沪深300,CSI 300,邮储银行,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",上海证券交易所,Shanghai  Exchange,0.257,4.36,0.63,411108655842.0,94290976110.55045,652553421971.4286
300316,2022-08-31,000300,沪深300,CSI 300,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.256,40.16,10.76,96949296831.0,2414076116.309761,9010157698.048326
776,2022-08-31,000300,沪深300,CSI 300,广发证券,"GF Securities Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.255,14.61,1.16,122699511390.0,8398323845.9958935,105775440853.44829
2179,2022-08-31,000300,沪深300,CSI 300,中航光电,"AVIC Jonhon Optronic Technology Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.253,33.01,6.18,99605899994.0,3017446228.2338686,16117459545.954693
300896,2022-08-31,000300,沪深300,CSI 300,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.253,98.37,22.54,116265373200.0,1181919011.89387,5158179822.537711
600745,2022-08-31,000300,沪深300,CSI 300,闻泰科技,"Wingtech Technology Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.253,33.35,2.39,78831158887.0,2363752890.1649175,32983748488.284515
601818,2022-08-31,000300,沪深300,CSI 300,光大银行,China Everbright Bank Co Ltd,上海证券交易所,Shanghai  Exchange,0.249,3.33,0.41,155071637229.0,46568059227.927925,378223505436.5854
600019,2022-08-31,000300,沪深300,CSI 300,宝钢股份,Baoshan Iron &Steel Co Ltd,上海证券交易所,Shanghai  Exchange,0.249,7.53,0.61,117354528869.0,15584930792.695883,192384473555.7377
2410,2022-08-31,000300,沪深300,CSI 300,广联达,Glodon Software Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.245,73.56,10.48,58384054874.0,793692970.0108755,5570997602.480916
895,2022-08-31,000300,沪深300,CSI 300,双汇发展,Henan Shuanghui Investment & Development Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.243,16.74,4.34,91397762799.0,5459842461.111112,21059392350.0
1979,2022-08-31,000300,沪深300,CSI 300,招商蛇口,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",深圳证券交易所,Shenzhen  Exchange,0.243,29.74,1.37,112216923639.0,3773265757.8681912,81910163240.14598
2050,2022-08-31,000300,沪深300,CSI 300,三花智控,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.241,46.45,8.27,93189599681.0,2006234654.058127,11268391738.935913
600760,2022-08-31,000300,沪深300,CSI 300,中航沈飞,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,上海证券交易所,Shanghai  Exchange,0.241,51.38,9.84,114965261939.0,2237548889.4316854,11683461579.166666
600010,2022-08-31,000300,沪深300,CSI 300,包钢股份,Inner Mongolia Baotou Steel Union Co Ltd,上海证券交易所,Shanghai  Exchange,0.24,108.75,1.66,91170065296.0,838345428.0091954,54921726081.92771
688012,2022-08-31,000300,沪深300,CSI 300,中微公司,Advanced Micro-Fabrication Equipment Inc. China,上海证券交易所,Shanghai  Exchange,0.238,81.35,5.18,76112355725.0,935615927.7811924,14693504966.216217
600958,2022-08-31,000300,沪深300,CSI 300,东方证券,ORIENT SECURITIES COMPANY LIMITED,上海证券交易所,Shanghai  Exchange,0.237,55.39,1.04,71711686264.0,1294668464.7770355,68953544484.61539
600150,2022-08-31,000300,沪深300,CSI 300,中国船舶,China CSSC Holdings Limited,上海证券交易所,Shanghai  Exchange,0.235,298.15,2.52,116730390584.0,391515648.4454134,46321583565.07936
603659,2022-08-31,000300,沪深300,CSI 300,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.231,30.94,7.38,86361209367.0,2791247878.700711,11702060889.837399
600188,2022-08-31,000300,沪深300,CSI 300,兖矿能源,Yankuang Energy Group Company Limited,上海证券交易所,Shanghai  Exchange,0.23,6.76,4.11,243921602416.0,36083077280.47337,59348321755.71776
600426,2022-08-31,000300,沪深300,CSI 300,华鲁恒升,Shandong Hualu-Hengsheng Chemical Co Ltd,上海证券交易所,Shanghai  Exchange,0.227,6.61,2.38,59641687972.0,9022948255.975794,25059532761.34454
601989,2022-08-31,000300,沪深300,CSI 300,中国重工,China Shipbuilding Industry Co Ltd,上海证券交易所,Shanghai  Exchange,0.226,-73.39,1.01,86191693525.0,-1174433758.3458238,85338310420.79208
601377,2022-08-31,000300,沪深300,CSI 300,兴业证券,Industrial Securities Co Ltd,上海证券交易所,Shanghai  Exchange,0.226,19.14,1.0,52593162620.0,2747814138.9759665,52593162620.0
2493,2022-08-31,000300,沪深300,CSI 300,荣盛石化,Rongsheng Petro Chemical Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.225,13.25,2.75,142263626250.0,10736877452.830189,51732227727.27273
600926,2022-08-31,000300,沪深300,CSI 300,杭州银行,"BANK OF HANGZHOU CO., LTD",上海证券交易所,Shanghai  Exchange,0.222,6.38,1.11,84091297515.0,13180454155.956114,75757925689.18918
2920,2022-08-31,000300,沪深300,CSI 300,德赛西威,"Huizhou Desay SV Automotive Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.222,75.77,13.88,78959962800.0,1042100604.4608685,5688758126.801152
300496,2022-08-31,000300,沪深300,CSI 300,中科创达,"Thunder Software Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.219,64.5,9.36,50655166998.0,785351426.3255814,5411876816.025641
2001,2022-08-31,000300,沪深300,CSI 300,新和成,Zhejiang NHU Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.218,15.41,3.09,68247234420.0,4428762778.71512,22086483631.067963
596,2022-08-31,000300,沪深300,CSI 300,古井贡酒,Anhui Gujing Distillery Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.218,33.84,7.51,129861162000.0,3837504787.234042,17291765912.117176
601633,2022-08-31,000300,沪深300,CSI 300,长城汽车,Great Wall Motor Co Ltd,上海证券交易所,Shanghai  Exchange,0.216,25.88,4.18,289869571851.0,11200524414.644514,69346787524.16269
600346,2022-08-31,000300,沪深300,CSI 300,恒力石化,"Hengli Petrochemical Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.212,8.4,2.28,134798760902.0,16047471535.952381,59122263553.50877
300661,2022-08-31,000300,沪深300,CSI 300,圣邦股份,SG Micro Corp.,深圳证券交易所,Shenzhen  Exchange,0.209,52.04,18.78,56209952682.0,1080129759.454266,2993075222.683706
600795,2022-08-31,000300,沪深300,CSI 300,国电电力,GD Power Development Co Ltd,上海证券交易所,Shanghai  Exchange,0.203,17.12,1.74,79903573487.0,4667264806.4836445,45921593958.045975
768,2022-08-31,000300,沪深300,CSI 300,中航西飞,AVIC XI'AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.,深圳证券交易所,Shenzhen  Exchange,0.202,78.18,4.71,75500951086.0,965732298.3627526,16029925920.59448
601006,2022-08-31,000300,沪深300,CSI 300,大秦铁路,Daqin Railway Co Ltd,上海证券交易所,Shanghai  Exchange,0.201,6.6,0.8,96635024291.0,14641670347.121212,120793780363.75
600600,2022-08-31,000300,沪深300,CSI 300,青岛啤酒,Tsingtao Brewery Co Ltd,上海证券交易所,Shanghai  Exchange,0.201,24.4,5.68,139164188886.0,5703450364.180328,24500737479.929577
166,2022-08-31,000300,沪深300,CSI 300,申万宏源,"Shenwan Hongyuan Group CO., LTD",深圳证券交易所,Shenzhen  Exchange,0.197,15.49,1.09,104166169370.0,6724736563.589413,95565293000.0
538,2022-08-31,000300,沪深300,CSI 300,云南白药,"Yunnan Baiyao Group Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.197,30.95,2.51,92879825158.0,3000963656.155089,37003914405.57769
601939,2022-08-31,000300,沪深300,CSI 300,建设银行,China Construction Bank,上海证券交易所,Shanghai  Exchange,0.194,4.24,0.54,1370060156623.0,323127395429.9528,2537148438190.7407
601138,2022-08-31,000300,沪深300,CSI 300,工业富联,"Foxconn Industrial Internet Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.193,13.45,1.59,184906240058.0,13747675840.743496,116293232740.8805
963,2022-08-31,000300,沪深300,CSI 300,华东医药,Huadong Medicine Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.193,26.73,4.13,71672199086.0,2681339284.923307,17354043362.227604
2074,2022-08-31,000300,沪深300,CSI 300,国轩高科,"GUOXUAN HIGH-TECH CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.192,463.83,3.2,59948081940.0,129245805.4459608,18733775606.25
600011,2022-08-31,000300,沪深300,CSI 300,华能国际,Huaneng Power International Inc,上海证券交易所,Shanghai  Exchange,0.188,-21.39,2.41,128724365544.0,-6017969403.646564,53412599810.788376
2202,2022-08-31,000300,沪深300,CSI 300,金风科技,Xinjiang Goldwind Science & Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.185,14.01,1.55,53785111146.0,3839051473.66167,34700071707.09677
2821,2022-08-31,000300,沪深300,CSI 300,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.185,17.52,4.18,60969739987.0,3480007990.125571,14586062197.846891
601600,2022-08-31,000300,沪深300,CSI 300,中国铝业,Aluminum Corporation of China Limited,上海证券交易所,Shanghai  Exchange,0.185,9.56,1.31,76250497467.0,7975993458.891213,58206486616.03053
600584,2022-08-31,000300,沪深300,CSI 300,长电科技,"JCET Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.185,14.34,1.96,44275278640.0,3087536864.7140865,22589427877.55102
876,2022-08-31,000300,沪深300,CSI 300,新 希 望,"NEW HOPE LIUHE CO., LTD",深圳证券交易所,Shenzhen  Exchange,0.185,-8.55,3.01,70781041722.0,-8278484411.929824,23515296253.156147
603993,2022-08-31,000300,沪深300,CSI 300,洛阳钼业,"China Molybdenum Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.182,12.76,2.28,105836278857.0,8294379220.768025,46419420551.315796
603806,2022-08-31,000300,沪深300,CSI 300,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",上海证券交易所,Shanghai  Exchange,0.181,39.79,6.52,84113713253.0,2113941021.6888666,12900876265.797546
600588,2022-08-31,000300,沪深300,CSI 300,用友网络,"Yonyou Network Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.181,-135.26,6.29,69192496983.0,-511551803.80748194,11000396976.62957
601066,2022-08-31,000300,沪深300,CSI 300,中信建投,"China Securities Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.181,23.84,3.16,208577523091.0,8749057176.635906,66005545281.96202
600176,2022-08-31,000300,沪深300,CSI 300,中国巨石,"CHINA JUSHI CO., LTD.",上海证券交易所,Shanghai  Exchange,0.181,6.72,2.26,56524290599.0,8411352767.708334,25010748052.65487
301,2022-08-31,000300,沪深300,CSI 300,东方盛虹,"Jiangsu Eastern Shenghong Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.18,36.38,3.85,119045621112.0,3272282053.6558547,30920940548.571426
300763,2022-08-31,000300,沪深300,CSI 300,锦浪科技,"Ginlong Technologies Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.179,106.67,31.81,84951457290.0,796395024.7492266,2670589666.457089
601186,2022-08-31,000300,沪深300,CSI 300,中国铁建,China Railway Construction Co Ltd,上海证券交易所,Shanghai  Exchange,0.179,3.76,0.47,101439175005.0,26978503990.69149,215828031925.53192
601877,2022-08-31,000300,沪深300,CSI 300,正泰电器,Zhejiang Chint Electrics Co Ltd,上海证券交易所,Shanghai  Exchange,0.178,19.18,2.02,65402195421.0,3409916341.0323253,32377324465.841583
601838,2022-08-31,000300,沪深300,CSI 300,成都银行,"BANK OF CHENGDU CO., LTD.",上海证券交易所,Shanghai  Exchange,0.178,6.22,1.16,55411935464.0,8908671296.463022,47768909882.75862
600460,2022-08-31,000300,沪深300,CSI 300,士兰微,Hangzhou Silan Microelectronics Co Ltd,上海证券交易所,Shanghai  Exchange,0.176,47.18,8.02,56557909489.0,1198768747.1174226,7052108415.087282
300759,2022-08-31,000300,沪深300,CSI 300,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.176,66.68,7.84,78074483081.0,1170883069.6010797,9958479984.821428
3816,2022-08-31,000300,沪深300,CSI 300,中国广核,"CGN Power Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.174,12.02,1.38,141901097191.0,11805415739.68386,102826882022.46378
