成分券代码,日期,指数代码,指数名称,指数英文名称,成分券名称,成分券英文名称,交易所,交易所英文名称,权重,市盈率-动态,市净率,总市值,盈利,净资产
603883,2022-08-31,000905,中证500,CSI 500,老百姓,Laobaixing Pharmacy Chain Joint Stock Company,上海证券交易所,Shanghai  Exchange,0.123,22.08,3.21,20154943214.0,912814457.1557971,6278798509.034268
300072,2022-08-31,000905,中证500,CSI 500,海新能科,"Beijing Haixin Energy Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.123,-36.87,1.42,10926199404.0,-296343894.8738812,7694506622.535212
601000,2022-08-31,000905,中证500,CSI 500,唐山港,Tangshan Port Group Co Ltd,上海证券交易所,Shanghai  Exchange,0.123,8.8,0.86,15644451541.0,1777778584.2045453,18191222722.093025
601118,2022-08-31,000905,中证500,CSI 500,海南橡胶,China Hainan Rubber Industry Group Co Ltd,上海证券交易所,Shanghai  Exchange,0.122,-135.13,2.02,19214630809.0,-142193671.34611115,9512193469.801981
600572,2022-08-31,000905,中证500,CSI 500,康恩贝,Zhejiang Conba Pharmaceutical Co Ltd,上海证券交易所,Shanghai  Exchange,0.122,25.41,1.55,10614254127.0,417719564.2266824,6847905888.387096
300166,2022-08-31,000905,中证500,CSI 500,东方国信,"Beijing Orient National Communication Science and Technology Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.121,81.47,1.39,9633908813.0,118250998.07291028,6930869649.640288
603225,2022-08-31,000905,中证500,CSI 500,新凤鸣,"Xinfengming Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.121,19.26,0.94,15157044291.0,786970108.5669781,16124515203.19149
688006,2022-08-31,000905,中证500,CSI 500,杭可科技,Zhejiang HangKe Technology Incorporated Company,上海证券交易所,Shanghai  Exchange,0.12,48.35,7.59,23332857450.0,482582367.114788,3074157766.798419
600507,2022-08-31,000905,中证500,CSI 500,方大特钢,"Fangda Special Steel Technology Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.12,8.1,1.92,15016825636.0,1853929090.8641977,7821263352.083334
300257,2022-08-31,000905,中证500,CSI 500,开山股份,Zhejiang Kaishan Compressor Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.119,39.54,3.39,18253075281.0,461635692.48861915,5384387988.495575
603866,2022-08-31,000905,中证500,CSI 500,桃李面包,"Toly Bread Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.119,25.81,3.9,18463425250.0,715359366.5246029,4734211602.564103
300463,2022-08-31,000905,中证500,CSI 500,迈克生物,"Sichuan Maker Biotechnology Co.,Ltd",深圳证券交易所,Shenzhen  Exchange,0.118,13.37,1.81,10852961135.0,811739800.6731489,5996111124.309392
2368,2022-08-31,000905,中证500,CSI 500,太极股份,Taiji Computer Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.118,146.97,3.05,10828061054.0,73675315.05749473,3550183952.131148
601568,2022-08-31,000905,中证500,CSI 500,北元集团,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.117,10.19,1.82,24389444455.0,2393468543.179588,13400793656.593407
2281,2022-08-31,000905,中证500,CSI 500,光迅科技,Accelink Technologies Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.117,20.46,2.19,12729242308.0,622152605.4740958,5812439410.045662
600811,2022-08-31,000905,中证500,CSI 500,东方集团,Orient Group Incorporation,上海证券交易所,Shanghai  Exchange,0.116,201.25,0.54,10501762609.0,52182671.34906832,19447708535.185184
2416,2022-08-31,000905,中证500,CSI 500,爱施德,Shenzhen Aisidi Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.116,15.02,2.18,12256497061.0,816011788.3488683,5622246358.256881
559,2022-08-31,000905,中证500,CSI 500,万向钱潮,Wanxiang Qianchao Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.115,20.3,2.16,18038700738.0,888605947.684729,8351250341.666666
937,2022-08-31,000905,中证500,CSI 500,冀中能源,Jizhong Energy Resources Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.115,4.71,1.25,24204795923.0,5139022488.959661,19363836738.4
3035,2022-08-31,000905,中证500,CSI 500,南网能源,"China Southern Power Grid Energy Efficiency&Clean Energy Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.115,57.7,3.95,24242424237.0,420146000.6412478,6137322591.64557
600967,2022-08-31,000905,中证500,CSI 500,内蒙一机,"Inner Mongolia First Machinery Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.115,16.8,1.37,14417970372.0,858212522.1428571,10524065964.963503
1914,2022-08-31,000905,中证500,CSI 500,招商积余,"China Merchants Property Operation & Service Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.115,27.51,2.05,18216745311.0,662186307.1973827,8886217224.87805
600808,2022-08-31,000905,中证500,CSI 500,马钢股份,Maanshan Iron and Steel Co Ltd,上海证券交易所,Shanghai  Exchange,0.115,8.01,0.73,22860649687.0,2854013693.757803,31315958475.34247
601098,2022-08-31,000905,中证500,CSI 500,中南传媒,China South Publishing & Media Group Co Ltd,上海证券交易所,Shanghai  Exchange,0.114,10.84,1.28,18067760000.0,1666767527.6752768,14115437500.0
600446,2022-08-31,000905,中证500,CSI 500,金证股份,Shenzhen Kingdom Technology Co Ltd,上海证券交易所,Shanghai  Exchange,0.114,65.06,2.93,10126040222.0,155641565.0476483,3455986423.8907847
2434,2022-08-31,000905,中证500,CSI 500,万里扬,"Zhejiang Wanliyang Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.113,44.06,2.63,14346718000.0,325617748.52473897,5455025855.513309
300630,2022-08-31,000905,中证500,CSI 500,普利制药,"Hainan Poly Pharm. Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.113,20.54,4.62,11815343022.0,575235784.9074976,2557433554.5454545
600120,2022-08-31,000905,中证500,CSI 500,浙江东方,Zhejiang Orient Holdings Co Ltd,上海证券交易所,Shanghai  Exchange,0.112,30.36,0.93,11730108640.0,386367214.75625825,12613020043.010752
601333,2022-08-31,000905,中证500,CSI 500,广深铁路,Guangshen Railway Company Limited,上海证券交易所,Shanghai  Exchange,0.111,-9.44,0.54,14450415480.0,-1530764351.6949153,26760028666.666664
898,2022-08-31,000905,中证500,CSI 500,鞍钢股份,Angang Steel Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.111,7.84,0.45,26892638490.0,3430183480.867347,59761418866.666664
2048,2022-08-31,000905,中证500,CSI 500,宁波华翔,Ningbo Huaxiang Electronic Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.11,15.37,1.06,11226377055.0,730408396.5517242,10590921750.0
89,2022-08-31,000905,中证500,CSI 500,深圳机场,Shenzhen Airport Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.11,-11.01,1.21,13658124930.0,-1240519975.4768393,11287706553.71901
156,2022-08-31,000905,中证500,CSI 500,华数传媒,"WASU MEDIA HOLDING CO., LTD",深圳证券交易所,Shenzhen  Exchange,0.109,17.01,0.98,13841405342.0,813721654.4385655,14123883002.040817
990,2022-08-31,000905,中证500,CSI 500,诚志股份,Chengzhi Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.109,45.63,0.77,13682890155.0,299866100.2629849,17769987214.285713
158,2022-08-31,000905,中证500,CSI 500,常山北明,"Shijiazhuang ChangShan BeiMing Technology Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.108,-83.78,1.64,9975368339.0,-119066225.1014562,6082541670.121952
688321,2022-08-31,000905,中证500,CSI 500,微芯生物,"Shenzhen Chipscreen Biosciences Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.107,-243.49,6.63,9393177835.0,-38577263.275699206,1416768904.2232277
601611,2022-08-31,000905,中证500,CSI 500,中国核建,China Nuclear Engineering Corporation Limited,上海证券交易所,Shanghai  Exchange,0.107,13.85,1.68,22698910378.0,1638910496.6064982,13511256177.380953
2081,2022-08-31,000905,中证500,CSI 500,金螳螂,Suzhou Gold Mantis Construction Decoration Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.107,7.74,1.12,13382831393.0,1729047983.5917313,11948956600.892857
600764,2022-08-31,000905,中证500,CSI 500,中国海防,China Shipbuilding Industry Group and Marine Defense Information Against Limited,上海证券交易所,Shanghai  Exchange,0.106,58.95,2.31,16955617150.0,287627093.2994063,7340094004.329004
600131,2022-08-31,000905,中证500,CSI 500,国网信通,"State Grid Information&Communication Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.105,36.17,3.24,16699661780.0,461699247.442632,5154216598.765431
600329,2022-08-31,000905,中证500,CSI 500,达仁堂,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,上海证券交易所,Shanghai  Exchange,0.105,19.62,2.85,18392476347.0,937435083.944954,6453500472.631578
2233,2022-08-31,000905,中证500,CSI 500,塔牌集团,Guangdong Tapai Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.105,26.96,0.84,9418972626.0,349368420.84569734,11213062650.0
600167,2022-08-31,000905,中证500,CSI 500,联美控股,"Luenmei Holding Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.105,13.33,1.57,16039717520.0,1203279633.908477,10216380585.98726
601200,2022-08-31,000905,中证500,CSI 500,上海环境,"Shanghai Environment Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.104,19.57,1.1,10870809282.0,555483356.259581,9882553892.727272
1965,2022-08-31,000905,中证500,CSI 500,招商公路,"China Merchants Expressway Network Technology Holdings Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.104,9.95,0.89,46830993398.0,4706632502.311558,52619093705.61797
603000,2022-08-31,000905,中证500,CSI 500,人民网,"People.cn CO.,LTD",上海证券交易所,Shanghai  Exchange,0.104,61.18,4.08,13312520314.0,217595951.52010462,3262872625.980392
600556,2022-08-31,000905,中证500,CSI 500,天下秀,"Inmyshow Digital Technology (Group) Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.104,39.03,3.51,13196557787.0,338113189.52088135,3759703073.219373
601608,2022-08-31,000905,中证500,CSI 500,中信重工,"CITIC HEAVY INDUSTRIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.104,44.03,2.12,16186033963.0,367613762.50283897,7634921680.660377
540,2022-08-31,000905,中证500,CSI 500,中天金融,Zhongtian Financial Group Company Limited,深圳证券交易所,Shenzhen  Exchange,0.104,-2.17,1.16,10928197299.0,-5036035621.658986,9420859740.517242
402,2022-08-31,000905,中证500,CSI 500,金 融 街,Financial Street Holding Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.103,7.01,0.42,16110332199.0,2298192895.7203994,38357933807.14286
601928,2022-08-31,000905,中证500,CSI 500,凤凰传媒,Jiangsu Phoenix Publishing & Media Co Ltd,上海证券交易所,Shanghai  Exchange,0.103,7.59,1.39,22853202000.0,3010962055.3359685,16441152517.985613
488,2022-08-31,000905,中证500,CSI 500,晨鸣纸业,Shandong Chenming Paper Holdings Ltd,深圳证券交易所,Shenzhen  Exchange,0.103,33.97,0.86,15637250968.0,460325315.51368856,18182849962.7907
2174,2022-08-31,000905,中证500,CSI 500,游族网络,"YOUZU Interactive CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.103,59.26,1.67,8407693008.0,141878046.03442457,5034546711.377246
685,2022-08-31,000905,中证500,CSI 500,中山公用,Zhongshan Public Utilities Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.103,10.06,0.71,10768312862.0,1070408833.2007952,15166637833.802818
959,2022-08-31,000905,中证500,CSI 500,首钢股份,Beijing Shougang Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.102,9.06,0.65,31905066214.0,3521530487.196468,49084717252.30769
563,2022-08-31,000905,中证500,CSI 500,陕国投A,"Shaanxi International Trust Co.,Ltd",深圳证券交易所,Shenzhen  Exchange,0.101,13.62,1.01,12684841107.0,931339288.3259913,12559248620.79208
600373,2022-08-31,000905,中证500,CSI 500,中文传媒,Chinese Universe Publishing And Media Co Ltd,上海证券交易所,Shanghai  Exchange,0.101,8.31,0.78,12710497684.0,1529542440.9145608,16295509851.282051
2705,2022-08-31,000905,中证500,CSI 500,新宝股份,"Guangdong Xinbao Electrical Appliances Holdings Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.101,16.37,2.48,15922777043.0,972680332.4984728,6420474614.112904
2925,2022-08-31,000905,中证500,CSI 500,盈趣科技,Xiamen Intretech Inc.,深圳证券交易所,Shenzhen  Exchange,0.101,23.41,3.23,16079714619.0,686873755.6172576,4978239820.123839
600707,2022-08-31,000905,中证500,CSI 500,彩虹股份,Irico Display Devices Co Ltd,上海证券交易所,Shanghai  Exchange,0.101,-6.98,0.76,15968334307.0,-2287726978.0802293,21010966193.42105
2110,2022-08-31,000905,中证500,CSI 500,三钢闽光,"Sansteel Minguang Co.,Ltd.Fujian",深圳证券交易所,Shenzhen  Exchange,0.101,13.95,0.59,12748196438.0,913849207.0250896,21607112606.779663
2423,2022-08-31,000905,中证500,CSI 500,中粮资本,"COFCO CAPITAL HOLDINGS CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.1,28.39,0.88,15944410579.0,561620661.4653047,18118648385.227272
2010,2022-08-31,000905,中证500,CSI 500,传化智联,"Transfar Zhilian Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.099,17.46,0.92,15666810750.0,897297293.814433,17029142119.565216
967,2022-08-31,000905,中证500,CSI 500,盈峰环境,Infore Environment Technology Group Co. Ltd.,深圳证券交易所,Shenzhen  Exchange,0.098,23.65,0.92,15356984990.0,649343974.2071882,16692374989.130434
2390,2022-08-31,000905,中证500,CSI 500,信邦制药,Guizhou Xinbang Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.097,38.77,1.53,10196959913.0,263011604.66855815,6664679681.699347
600901,2022-08-31,000905,中证500,CSI 500,江苏租赁,"Jiangsu Financial Leasing Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.097,6.48,1.06,15323291712.0,2364705511.111111,14455935577.35849
2146,2022-08-31,000905,中证500,CSI 500,荣盛发展,Risesun Real Estate Development Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.097,-2.69,0.32,12131377144.0,-4509805629.739777,37910553575.0
600095,2022-08-31,000905,中证500,CSI 500,湘财股份,"XIANGCAI CO.,LTD",上海证券交易所,Shanghai  Exchange,0.097,-124.95,1.7,20641349362.0,-165196873.6454582,12141970212.941177
2948,2022-08-31,000905,中证500,CSI 500,青岛银行,"BANK OF QINGDAO CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.097,4.96,0.67,20022020251.0,4036697631.25,29883612314.925373
528,2022-08-31,000905,中证500,CSI 500,柳工,Guangxi Liugong Machinery Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.096,12.44,0.77,11925621945.0,958651281.7524116,15487820707.792208
2387,2022-08-31,000905,中证500,CSI 500,维信诺,Visionox Technology Inc.,深圳证券交易所,Shenzhen  Exchange,0.096,-3.83,0.7,8810923141.0,-2300502125.587467,12587033058.57143
600717,2022-08-31,000905,中证500,CSI 500,天津港,Tianjin Port Co Ltd,上海证券交易所,Shanghai  Exchange,0.095,11.39,0.68,11923284277.0,1046820393.0640912,17534241583.82353
601187,2022-08-31,000905,中证500,CSI 500,厦门银行,"Xiamen Bank Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.095,6.09,0.73,15016637683.0,2465786154.8440065,20570736552.054794
2399,2022-08-31,000905,中证500,CSI 500,海普瑞,Shenzhen Hepalink Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.094,23.08,1.96,23594122960.0,1022275691.507799,12037817836.734694
600126,2022-08-31,000905,中证500,CSI 500,杭钢股份,Hang Zhou Iron & Steel Co Ltd,上海证券交易所,Shanghai  Exchange,0.094,14.5,0.74,14994719529.0,1034118588.2068965,20263134498.648647
601598,2022-08-31,000905,中证500,CSI 500,中国外运,Sinotrans Limited,上海证券交易所,Shanghai  Exchange,0.094,6.04,0.83,28123054725.0,4656134888.245033,33883198463.855423
2382,2022-08-31,000905,中证500,CSI 500,蓝帆医疗,"BLUE SAIL MEDICAL CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.093,-23.11,0.8,8338606726.0,-360822445.95413244,10423258407.5
300212,2022-08-31,000905,中证500,CSI 500,易华录,"BEIJING E-HUALU INFORMATION TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen  Exchange,0.093,303.69,2.49,9767495913.0,32162718.27521486,3922689121.6867466
603638,2022-08-31,000905,中证500,CSI 500,艾迪精密,"Yantai Eddie Precision Machinery Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.093,58.74,5.04,14383646337.0,244869702.7068437,2853898082.7380953
688029,2022-08-31,000905,中证500,CSI 500,南微医学,"Micro-Tech (Nanjing) Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.092,57.87,4.82,14449782154.0,249693833.66165546,2997880114.937759
600376,2022-08-31,000905,中证500,CSI 500,首开股份,"Beijing Capital Development Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.09,-4.0,0.46,11401678370.0,-2850419592.5,24786257326.086956
603317,2022-08-31,000905,中证500,CSI 500,天味食品,"Sichuan Teway Food Group Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.09,57.52,4.99,19107527859.0,332189288.2301808,3829163899.5991983
2867,2022-08-31,000905,中证500,CSI 500,周大生,"CHOW TAI SENG JEWELLERY CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.089,11.65,2.36,13633322737.0,1170242295.021459,5776831668.220339
603228,2022-08-31,000905,中证500,CSI 500,景旺电子,"Shenzhen Kinwong Electronic Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.089,19.83,2.57,18459903518.0,930907892.9904187,7182841835.797666
415,2022-08-31,000905,中证500,CSI 500,渤海租赁,"Bohai Leasing Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.088,-9.23,0.5,13791482459.0,-1494201783.2069337,27582964918.0
600307,2022-08-31,000905,中证500,CSI 500,酒钢宏兴,Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,上海证券交易所,Shanghai  Exchange,0.088,-129.34,0.8,11023509066.0,-85228924.27709912,13779386332.5
688088,2022-08-31,000905,中证500,CSI 500,虹软科技,ArcSoft Corporation Limited,上海证券交易所,Shanghai  Exchange,0.087,98.75,4.35,11006660000.0,111459848.10126582,2530266666.666667
600623,2022-08-31,000905,中证500,CSI 500,华谊集团,Shanghai Huayi Group Corporation Limited,上海证券交易所,Shanghai  Exchange,0.086,7.35,0.7,15133292146.0,2058951312.3809526,21618988780.0
600968,2022-08-31,000905,中证500,CSI 500,海油发展,CNOOC Energy Technology & Services Limited,上海证券交易所,Shanghai  Exchange,0.085,13.61,1.35,28157338631.0,2068871317.4871418,20857287874.81481
603650,2022-08-31,000905,中证500,CSI 500,彤程新材,"Red Avenue New Materials Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.085,48.26,6.11,17752468818.0,367850576.41939497,2905477711.6202946
671,2022-08-31,000905,中证500,CSI 500,阳光城,"Sunshine City Group Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.085,-1.25,0.61,8943227172.0,-7154581737.6,14661028150.819672
600906,2022-08-31,000905,中证500,CSI 500,财达证券,"CAIDA SECURITIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.084,51.23,2.3,25440800000.0,496599648.6433731,11061217391.304348
718,2022-08-31,000905,中证500,CSI 500,苏宁环球,Suning Universal Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.084,16.32,1.17,10742612799.0,658248333.2720588,9181720341.025642
961,2022-08-31,000905,中证500,CSI 500,中南建设,"Jiangsu Zhongnan Construction Group Co.,Ltd",深圳证券交易所,Shenzhen  Exchange,0.081,-3.17,0.47,10255177855.0,-3235071878.548896,21819527351.06383
688819,2022-08-31,000905,中证500,CSI 500,天能股份,"Tianneng Battery Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.078,24.2,2.92,36414866000.0,1504746528.9256198,12470844520.547945
600339,2022-08-31,000905,中证500,CSI 500,中油工程,China Petroleum Engineering Corporation,上海证券交易所,Shanghai  Exchange,0.078,12.99,0.66,16581947989.0,1276516396.3818321,25124163619.696968
600006,2022-08-31,000905,中证500,CSI 500,东风汽车,Dongfeng Automobile Co Ltd,上海证券交易所,Shanghai  Exchange,0.078,61.42,1.55,12380000000.0,201563008.79192445,7987096774.193548
603379,2022-08-31,000905,中证500,CSI 500,三美股份,"Zhejiang Sanmei Chemical Industry Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.077,23.61,2.93,16244847175.0,688049435.6204998,5544316441.979522
553,2022-08-31,000905,中证500,CSI 500,安道麦A,ADAMA Ltd.,深圳证券交易所,Shenzhen  Exchange,0.077,17.04,1.11,24952284014.0,1464335916.314554,22479535147.747746
2242,2022-08-31,000905,中证500,CSI 500,九阳股份,Joyoung Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.077,17.18,3.22,11904103840.0,692904763.6786962,3696926658.3850927
601869,2022-08-31,000905,中证500,CSI 500,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,上海证券交易所,Shanghai  Exchange,0.076,32.98,3.66,34651421538.0,1050679852.5773197,9467601513.114754
601969,2022-08-31,000905,中证500,CSI 500,海南矿业,"Hainan Mining Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.074,17.78,2.55,15543555010.0,874215692.3509561,6095511768.627451
600928,2022-08-31,000905,中证500,CSI 500,西安银行,"BANK OF XI'AN CO., LTD.",上海证券交易所,Shanghai  Exchange,0.074,6.37,0.56,15644444446.0,2455956741.9152274,27936507939.285713
600787,2022-08-31,000905,中证500,CSI 500,中储股份,"CMST Development Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.074,13.25,0.89,11718192446.0,884391882.7169812,13166508366.292135
31,2022-08-31,000905,中证500,CSI 500,大悦城,"Grandjoy Holdings Group Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.073,89.06,0.82,15302138620.0,171818309.22973275,18661144658.536587
600648,2022-08-31,000905,中证500,CSI 500,外高桥,"SHANGHAI WAIGAOQIAO FREE TRADE ZONE GROUP CO., LTD.",上海证券交易所,Shanghai  Exchange,0.072,9.83,1.2,13703663927.0,1394065506.3072228,11419719939.166668
28,2022-08-31,000905,中证500,CSI 500,国药一致,China National Accord Medicines Corporation Ltd.,深圳证券交易所,Shenzhen  Exchange,0.07,9.65,0.85,13015060283.0,1348710910.1554403,15311835627.058825
601139,2022-08-31,000905,中证500,CSI 500,深圳燃气,Shenzhen Gas Co Ltd,上海证券交易所,Shanghai  Exchange,0.069,20.18,1.75,21748362633.0,1077718663.6769078,12427635790.285715
600299,2022-08-31,000905,中证500,CSI 500,安迪苏,Bluestar Adisseo Company,上海证券交易所,Shanghai  Exchange,0.068,15.78,1.96,27435850023.0,1738647023.0038023,13997882664.79592
2563,2022-08-31,000905,中证500,CSI 500,森马服饰,Zhejiang Semir Garment Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.067,66.32,1.33,13847623422.0,208800111.91194212,10411746933.834585
62,2022-08-31,000905,中证500,CSI 500,深圳华强,Shenzhen Huaqiang Industry Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.066,13.16,2.12,13743248491.0,1044319794.1489362,6482664382.54717
2815,2022-08-31,000905,中证500,CSI 500,崇达技术,"Suntak Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.066,17.06,2.34,10694388979.0,626869225.0293083,4570251700.427351
869,2022-08-31,000905,中证500,CSI 500,张  裕A,Yantai Changyu Pioneer Wine Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.066,28.84,1.97,20673594240.0,716837525.6588072,10494210274.111675
2653,2022-08-31,000905,中证500,CSI 500,海思科,"Haisco Pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.065,144.5,7.12,20178396137.0,139642879.84083045,2834044401.264045
601228,2022-08-31,000905,中证500,CSI 500,广州港,GUANGZHOU PORT COMPANY LIMITED,上海证券交易所,Shanghai  Exchange,0.065,14.92,1.36,20375562200.0,1365654302.9490616,14982031029.411764
603056,2022-08-31,000905,中证500,CSI 500,德邦股份,"DEPPON LOGISTICS Co., LTD.",上海证券交易所,Shanghai  Exchange,0.064,71.51,2.18,13473682006.0,188416752.98559642,6180588076.146789
600835,2022-08-31,000905,中证500,CSI 500,上海机电,Shanghai Mechanical & Electrical Industry Co Ltd,上海证券交易所,Shanghai  Exchange,0.064,15.09,1.03,12845605708.0,851266117.1636846,12471461852.427185
717,2022-08-31,000905,中证500,CSI 500,韶钢松山,SGIS Songshan Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.063,18.75,0.75,8022533358.0,427868445.76,10696711144.0
2945,2022-08-31,000905,中证500,CSI 500,华林证券,"ChinaLin Securities Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.062,67.72,6.07,38853000000.0,573730064.97342,6400823723.228994
300869,2022-08-31,000905,中证500,CSI 500,康泰医学,"CONTEC MEDICAL SYSTEMS CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.061,42.54,5.4,9815895824.0,230745082.8396803,1817758485.9259257
603355,2022-08-31,000905,中证500,CSI 500,莱克电气,"Kingclean Electric Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.061,19.65,5.98,18947340021.0,964241222.4427482,3168451508.528428
600377,2022-08-31,000905,中证500,CSI 500,宁沪高速,Jiangsu Expressway Co Ltd,上海证券交易所,Shanghai  Exchange,0.06,10.95,1.26,38286881000.0,3496518812.7853885,30386413492.06349
601298,2022-08-31,000905,中证500,CSI 500,青岛港,"Qingdao Port International Co., Ltd",上海证券交易所,Shanghai  Exchange,0.059,7.6,1.0,35116851000.0,4620638289.473684,35116851000.0
1872,2022-08-31,000905,中证500,CSI 500,招商港口,"China Merchants Port Group Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.056,7.53,0.72,29835106724.0,3962165567.5962815,41437648227.77778
603868,2022-08-31,000905,中证500,CSI 500,飞科电器,"Shanghai Flyco Electrical Appliance Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.056,34.8,10.36,31724748000.0,911630689.6551725,3062234362.934363
600350,2022-08-31,000905,中证500,CSI 500,山东高速,Shandong Hi-speed Company Limited,上海证券交易所,Shanghai  Exchange,0.052,8.32,0.9,25632498019.0,3080829088.8221154,28480553354.444443
601156,2022-08-31,000905,中证500,CSI 500,东航物流,"Eastern Air Logistics Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.05,6.52,2.3,27671093341.0,4244032721.0122705,12030910148.26087
300741,2022-08-31,000905,中证500,CSI 500,华宝股份,"Huabao Flavours & Fragrances Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.049,19.25,2.13,15366206000.0,798244467.5324675,7214181220.657277
600927,2022-08-31,000905,中证500,CSI 500,永安期货,"Yongan Futures Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.047,42.24,2.31,26694888897.0,631981271.2357954,11556228959.74026
600823,2022-08-31,000905,中证500,CSI 500,世茂股份,Shanghai Shi Mao Co Ltd,上海证券交易所,Shanghai  Exchange,0.046,-13.94,0.38,9715525796.0,-696953070.0143472,25567173147.36842
1227,2022-08-31,000905,中证500,CSI 500,兰州银行,"BANK OF LANZHOU CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.045,15.0,0.96,24890196624.0,1659346441.6,25927288150.0
601828,2022-08-31,000905,中证500,CSI 500,美凯龙,Red Star Macalline Group Corporation Ltd.,上海证券交易所,Shanghai  Exchange,0.043,10.45,0.4,21425284751.0,2050266483.3492825,53563211877.5
603515,2022-08-31,000905,中证500,CSI 500,欧普照明,"Opple Lighting Co., LTD.",上海证券交易所,Shanghai  Exchange,0.041,21.53,2.24,12482186953.0,579757870.5527171,5572404889.732142
