成分券代码,日期,指数代码,指数名称,指数英文名称,成分券名称,成分券英文名称,交易所,交易所英文名称,权重,市盈率-动态,市净率,总市值,盈利,净资产
603719,2022-08-31,000905,中证500,CSI 500,良品铺子,"Bestore Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.039,30.81,5.28,11909700000.0,386553067.1859786,2255625000.0
603786,2022-08-31,000905,中证500,CSI 500,科博达,"KEBODA TECHNOLOGY Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.039,59.13,5.71,23566995360.0,398562410.9589041,4127319677.758319
1203,2022-08-31,000905,中证500,CSI 500,大中矿业,"Inner Mongolia Dazhong Mining Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.038,10.76,2.81,16195920000.0,1505197026.0223048,5763672597.864769
601665,2022-08-31,000905,中证500,CSI 500,齐鲁银行,"QILU BANK CO., LTD.",上海证券交易所,Shanghai  Exchange,0.035,5.64,0.71,19605966670.0,3476235225.177305,27614037563.380283
2946,2022-08-31,000905,中证500,CSI 500,新乳业,"New Hope Dairy Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.033,26.4,3.93,9985557047.0,378240797.2348485,2540854210.43257
601003,2022-08-31,000905,中证500,CSI 500,柳钢股份,Liuzhou Iron & Steel Co Ltd,上海证券交易所,Shanghai  Exchange,0.03,-4.89,0.84,9354195180.0,-1912923349.6932516,11135946642.857143
600956,2022-08-31,000905,中证500,CSI 500,新天绿能,China Suntien Green Energy Corporation Limited,上海证券交易所,Shanghai  Exchange,0.026,14.66,2.53,47397893586.0,3233144173.66985,18734345290.909092
2901,2022-08-31,000905,中证500,CSI 500,大博医疗,Double Medical Technology Inc.,深圳证券交易所,Shenzhen  Exchange,0.024,38.47,4.6,13840699228.0,359779028.5417208,3008847658.26087
600917,2022-08-31,000905,中证500,CSI 500,重庆燃气,Chongqing Gas Group Corporation Ltd.,上海证券交易所,Shanghai  Exchange,0.023,27.95,2.82,13419243600.0,480116050.0894455,4758597021.276596
603983,2022-08-31,000905,中证500,CSI 500,丸美股份,"Guangdong Marubi Biotechnology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.022,44.68,3.35,10461650967.0,234146172.04565802,3122880885.671642
