代码,序号,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
300649,4564,杭州园林,19.98,-1.09,-0.22,16939.0,33871428.0,3.42,20.48,19.79,20.15,20.2,0.78,1.64,42.81,4.78,2645683848.0,2063363571.0,0.1,0.2,-21.09,23.33
885,4565,城发环境,11.79,-1.09,-0.13,94247.0,111273764.25,3.36,12.09,11.69,11.86,11.92,0.36,1.47,6.51,1.24,7570102626.0,7570102626.0,-0.42,-0.59,27.6,12.82
1979,4566,招商蛇口,14.5,-1.09,-0.16,238642.0,345163880.15,3.14,14.74,14.28,14.67,14.66,0.78,0.31,29.74,1.37,112216923639.0,112201697943.0,-0.34,-0.55,22.67,13.28
300787,4567,海能实业,39.79,-1.09,-0.44,46125.0,180843111.02,7.81,40.65,37.51,39.39,40.23,0.55,5.17,16.27,4.38,6098291797.0,3546861501.0,1.63,1.12,46.39,50.15
688133,4568,泰坦科技,148.21,-1.09,-1.64,3246.0,48170028.0,2.9,151.35,147.0,149.76,149.85,0.57,0.7,153.7,4.74,12460260136.0,6877443912.0,-0.01,-0.01,1.67,-32.01
893,4569,亚钾国际,33.23,-1.1,-0.37,42737.0,142407648.57,2.5,33.94,33.1,33.66,33.6,0.39,0.56,13.96,3.3,30609447408.0,25148157354.0,0.03,0.03,-13.28,24.69
601800,4570,中国交建,8.08,-1.1,-0.09,372328.0,300781238.0,2.33,8.21,8.02,8.16,8.17,0.97,0.32,5.89,0.56,130618948314.0,94917662234.0,-0.12,0.12,-10.62,-3.58
603019,4571,中科曙光,26.93,-1.1,-0.3,223008.0,603286845.0,2.9,27.47,26.68,26.99,27.23,0.98,1.54,40.85,2.98,39425896320.0,39068131270.0,-0.04,0.15,-2.71,-1.75
2642,4572,荣联科技,6.26,-1.11,-0.07,466013.0,292243044.01,2.69,6.38,6.21,6.27,6.33,0.96,7.77,236.13,2.77,4161775159.0,3756363124.0,-0.16,-0.16,15.71,9.25
2399,4573,海普瑞,16.08,-1.11,-0.18,51343.0,82834732.47,2.64,16.43,16.0,16.21,16.26,0.69,0.41,23.08,1.96,23594122960.0,20055003400.0,0.06,0.31,-6.35,-5.8
2180,4574,纳思达,45.35,-1.11,-0.51,45671.0,207538664.87,2.12,46.07,45.1,46.05,45.86,0.32,0.39,30.12,4.2,64217728638.0,53306316423.0,0.0,0.15,-4.79,-4.85
932,4575,华菱钢铁,4.42,-1.12,-0.05,384037.0,170582064.48,2.01,4.49,4.4,4.48,4.47,0.93,0.67,4.0,0.64,30536155646.0,25273171862.0,-0.23,-0.23,-14.84,-8.3
300171,4576,东富龙,26.43,-1.12,-0.3,54129.0,142968946.34,2.99,26.96,26.16,26.77,26.73,1.01,1.25,20.85,3.64,16794019507.0,11476878650.0,0.08,0.08,-14.22,-47.3
300601,4577,康泰生物,33.42,-1.12,-0.38,91569.0,306752766.82,3.93,34.39,33.06,33.8,33.8,0.91,1.06,155.38,4.29,37446826699.0,28864751868.0,-0.06,0.03,-14.22,-45.27
600019,4578,宝钢股份,5.27,-1.13,-0.06,457151.0,242236454.0,1.69,5.35,5.26,5.34,5.33,0.88,0.21,7.53,0.61,117354528869.0,115365100016.0,-0.38,-0.38,-18.04,-23.73
600292,4579,远达环保,6.14,-1.13,-0.07,78544.0,48221315.0,3.7,6.29,6.06,6.2,6.21,1.11,1.01,69.63,0.93,4794215705.0,4794215705.0,0.0,0.16,0.49,-27.93
62,4580,深圳华强,13.14,-1.13,-0.15,118947.0,155739622.65,4.14,13.43,12.88,13.36,13.29,0.57,1.14,13.16,2.12,13743248491.0,13725354479.0,-0.08,0.08,8.96,-22.39
2702,4581,海欣食品,6.13,-1.13,-0.07,419083.0,253494246.26,3.06,6.15,5.96,6.06,6.2,0.81,10.85,70.87,3.67,2947058800.0,2367130150.0,0.16,0.33,7.36,1.49
2410,4582,广联达,49.01,-1.13,-0.56,30650.0,152613608.04,5.18,51.26,48.69,50.0,49.57,0.71,0.31,73.56,10.48,58384054874.0,48779761214.0,0.0,-0.02,-5.95,-23.04
2226,4583,江南化工,5.24,-1.13,-0.06,101870.0,53520170.4,1.51,5.31,5.23,5.28,5.3,0.84,0.76,12.36,1.54,13880355760.0,7029847220.0,-0.19,-0.19,-0.76,-11.04
2099,4584,海翔药业,6.98,-1.13,-0.08,80186.0,56244911.32,2.41,7.12,6.95,7.08,7.06,0.74,0.5,32.91,1.83,11298632466.0,11235872543.0,-0.14,-0.14,3.25,-14.25
300363,4585,博腾股份,58.4,-1.13,-0.67,75610.0,442755541.13,4.93,60.41,57.5,59.31,59.07,0.87,1.67,13.11,6.2,31776801888.0,26405057702.0,-0.02,0.07,-25.0,-34.57
300390,4586,天华超净,74.05,-1.13,-0.85,134265.0,1005448038.53,4.57,76.88,73.46,75.1,74.9,0.63,3.14,6.2,7.52,43549223975.0,31655432195.0,0.01,0.0,-1.25,-8.01
2536,4587,飞龙股份,7.84,-1.13,-0.09,467723.0,365410782.9,5.67,8.07,7.62,7.94,7.93,1.97,9.93,81.6,1.75,3925580622.0,3693603160.0,0.0,0.0,33.11,-7.0
300037,4588,新宙邦,40.93,-1.14,-0.47,84230.0,346407562.62,2.58,41.73,40.66,41.2,41.4,0.82,1.57,15.13,4.02,30388485172.0,21910444587.0,-0.15,-0.12,-8.23,-34.41
601992,4589,金隅集团,2.61,-1.14,-0.03,252411.0,66034957.0,1.52,2.64,2.6,2.64,2.64,0.98,0.3,7.59,0.58,27868982660.0,21752153069.0,-0.38,-0.38,-2.61,-4.74
601377,4590,兴业证券,6.09,-1.14,-0.07,809706.0,494211835.0,1.79,6.17,6.06,6.12,6.16,1.09,0.94,19.14,1.0,52593162620.0,52593162620.0,0.0,-0.16,-6.88,-30.8
603983,4591,丸美股份,26.06,-1.14,-0.3,16391.0,42507494.0,3.6,26.55,25.6,26.36,26.36,0.81,0.41,44.68,3.35,10461650967.0,10450060000.0,-0.08,0.19,15.36,-17.74
300982,4592,苏文电能,48.59,-1.14,-0.56,8784.0,42719441.46,4.96,50.24,47.8,50.24,49.15,0.6,2.5,31.69,4.55,6818064594.0,1704516161.0,-0.39,-0.04,4.38,-33.43
2309,4593,ST中利,6.05,-1.14,-0.07,514589.0,304917549.41,6.21,6.19,5.81,5.94,6.12,1.16,6.89,-20.11,3.23,5274311761.0,4516193346.0,0.0,0.17,39.08,-10.5
2515,4594,金字火腿,4.31,-1.15,-0.05,140752.0,60542567.75,1.83,4.35,4.27,4.33,4.36,0.89,1.58,44.08,3.08,4216530237.0,3849867314.0,0.0,0.0,6.68,-21.06
786,4595,北新建材,26.72,-1.15,-0.31,85283.0,227633366.49,2.66,27.22,26.5,27.22,27.03,0.75,0.52,13.79,2.32,45143649538.0,43619080967.0,0.0,0.04,-10.34,-24.05
425,4596,徐工机械,5.14,-1.15,-0.06,246120.0,126672403.38,1.73,5.21,5.12,5.18,5.2,0.89,0.51,13.09,0.78,60747628122.0,24873432755.0,-0.19,-0.19,-2.47,-14.19
603007,4597,ST花王,4.28,-1.15,-0.05,22226.0,9559328.0,2.08,4.36,4.27,4.29,4.33,0.39,0.67,-16.85,3.19,1426975292.0,1426975292.0,0.0,0.0,13.53,25.15
600438,4598,通威股份,52.21,-1.15,-0.61,481210.0,2521258338.0,3.14,53.26,51.6,52.77,52.82,0.75,1.07,9.61,5.19,235025830687.0,235025830687.0,-0.02,-0.1,-2.47,18.52
300369,4599,绿盟科技,9.38,-1.16,-0.11,117275.0,110622581.83,2.21,9.56,9.35,9.55,9.49,1.39,1.6,-17.38,2.18,7490721794.0,6890281158.0,0.0,0.0,-7.22,-40.6
300530,4600,达志科技,32.4,-1.16,-0.38,25259.0,80930745.2,4.58,33.0,31.5,32.79,32.78,0.52,2.14,-15.03,26.03,5123718180.0,3823464319.0,0.53,0.81,4.11,-8.73
688598,4601,金博股份,283.74,-1.16,-3.33,15502.0,445191015.0,4.02,292.5,280.95,289.15,287.07,1.06,2.37,35.54,5.0,26154975295.0,18571843620.0,-0.3,-0.31,0.51,-20.03
600085,4602,同仁堂,44.29,-1.16,-0.52,80701.0,359304830.0,3.37,45.41,43.9,44.95,44.81,0.8,0.59,40.85,5.5,60742417904.0,60742417904.0,0.0,0.0,-4.67,-0.9
300197,4603,节能铁汉,2.55,-1.16,-0.03,248846.0,63361798.66,2.33,2.58,2.52,2.55,2.58,0.92,1.28,-14.64,1.17,7198322980.0,4949959181.0,0.39,0.0,8.05,-12.07
2078,4604,太阳纸业,11.9,-1.16,-0.14,182296.0,217892794.83,2.74,12.13,11.8,12.01,12.04,0.71,0.69,9.63,1.54,31975419607.0,31411974242.0,0.0,-0.25,-0.17,5.4
2486,4605,嘉麟杰,3.38,-1.17,-0.04,814543.0,276415547.02,4.68,3.48,3.32,3.48,3.42,0.87,9.79,62.09,2.87,2812160000.0,2812160000.0,-0.29,0.3,22.46,13.04
600958,4606,东方证券,8.44,-1.17,-0.1,419212.0,354979768.0,2.11,8.59,8.41,8.52,8.54,0.94,0.56,55.39,1.04,71711686264.0,63042435372.0,-0.35,-0.24,-12.63,-35.67
300482,4607,万孚生物,32.67,-1.18,-0.39,97657.0,320591497.14,3.45,33.54,32.4,33.34,33.06,0.82,2.97,6.17,3.36,14532690353.0,10744371798.0,-0.06,0.06,-18.18,-16.4
963,4608,华东医药,40.96,-1.18,-0.49,82909.0,341970633.85,4.1,42.3,40.6,41.45,41.45,0.82,0.47,26.73,4.13,71672199086.0,71667441172.0,-0.1,0.05,0.32,2.63
600116,4609,三峡水利,10.02,-1.18,-0.12,227301.0,226693991.0,3.65,10.19,9.82,10.15,10.14,1.16,1.44,34.06,1.75,19159671898.0,15793009403.0,0.1,0.2,-8.33,-12.95
688111,4610,金山办公,188.35,-1.19,-2.26,31820.0,598742782.0,5.95,194.0,182.66,194.0,190.61,0.87,1.46,83.58,10.82,86871074987.0,41102024987.0,0.0,-0.1,-11.51,-28.74
2561,4611,徐家汇,9.15,-1.19,-0.11,136209.0,125662499.05,4.1,9.47,9.09,9.2,9.26,1.07,3.3,-260.55,1.73,3804231450.0,3772279851.0,0.0,0.11,-24.44,29.42
603829,4612,洛凯股份,13.29,-1.19,-0.16,100671.0,131925286.0,5.35,13.42,12.7,13.24,13.45,1.21,6.29,39.88,2.66,2126400000.0,2126400000.0,0.3,0.68,31.98,10.47
300712,4613,永福股份,52.27,-1.19,-0.63,37400.0,195600726.05,3.59,53.4,51.5,52.71,52.9,0.83,2.02,115.29,7.89,9683130403.0,9654042148.0,0.13,0.15,22.21,-4.51
2727,4614,一心堂,26.53,-1.19,-0.32,74942.0,203138489.93,5.51,27.8,26.32,27.1,26.85,1.83,1.88,18.9,2.31,15813751028.0,10569653689.0,-0.08,0.0,22.31,-30.57
2271,4615,东方雨虹,30.51,-1.2,-0.37,207897.0,630216165.21,2.88,30.89,30.0,30.8,30.88,0.65,1.05,39.78,2.93,76878234811.0,60369198329.0,0.0,-0.03,-34.86,-41.75
2946,4616,新乳业,11.52,-1.2,-0.14,53796.0,61777650.15,3.17,11.75,11.38,11.69,11.66,0.83,0.64,26.4,3.93,9985557047.0,9732044794.0,0.35,0.35,-2.78,-27.41
301060,4617,兰卫医学,31.26,-1.2,-0.38,24345.0,76319848.08,2.97,31.99,31.05,31.99,31.64,0.81,5.63,14.54,6.66,12520161420.0,1352176308.0,0.0,0.1,-9.89,-9.21
603290,4618,斯达半导,390.25,-1.2,-4.75,15137.0,593459198.0,2.89,399.99,388.56,393.34,395.0,0.73,1.69,96.14,12.73,66632281699.0,35005341487.0,0.04,0.07,13.05,2.62
300015,4619,爱尔眼科,28.72,-1.2,-0.35,214862.0,617767620.53,2.48,29.26,28.54,29.07,29.07,0.61,0.37,78.32,16.47,202276621452.0,166240423429.0,-0.14,-0.1,0.91,-11.49
2005,4620,ST德豪,1.64,-1.2,-0.02,43395.0,7168159.0,1.2,1.66,1.64,1.65,1.66,0.4,0.25,-9.13,2.19,2873976767.0,2873976767.0,-0.61,-1.2,-6.82,-15.9
600056,4621,中国医药,13.11,-1.21,-0.16,306262.0,402588031.0,2.64,13.38,13.03,13.29,13.27,1.07,2.05,15.92,1.84,19610983496.0,19604057877.0,0.0,0.15,-10.94,57.76
601101,4622,昊华能源,7.31,-1.22,-0.09,217080.0,160187721.0,3.92,7.54,7.25,7.41,7.4,0.59,1.51,5.7,1.06,10526384839.0,10526384839.0,0.0,-0.14,-9.98,28.02
600593,4623,大连圣亚,14.62,-1.22,-0.18,25311.0,36990930.0,3.38,14.91,14.41,14.8,14.8,0.88,1.97,-13.75,9.41,1883056000.0,1883056000.0,-0.2,-0.07,10.59,19.44
2911,4624,佛燃能源,12.97,-1.22,-0.16,109396.0,141825926.81,3.43,13.24,12.79,13.11,13.13,0.45,1.16,22.86,3.49,12259244000.0,12252594774.0,0.08,0.0,39.31,20.65
1228,4625,永泰运,64.01,-1.22,-0.79,16698.0,106597199.26,5.23,65.9,62.51,65.0,64.8,0.81,6.43,24.06,4.37,6648373622.0,1662339700.0,0.02,-0.37,43.17,110.14
2538,4626,司尔特,9.66,-1.23,-0.12,167862.0,161152191.17,3.48,9.82,9.48,9.78,9.78,0.74,2.03,8.39,1.55,8245348671.0,7993373850.0,0.0,0.73,-2.82,-3.69
603730,4627,岱美股份,13.63,-1.23,-0.17,37447.0,51919963.0,9.13,14.8,13.54,14.8,13.8,1.21,0.4,20.69,3.27,12835918340.0,12835918340.0,0.0,0.0,27.86,-22.34
603919,4628,金徽酒,27.2,-1.23,-0.34,28825.0,78435977.0,2.83,27.68,26.9,27.54,27.54,0.64,0.57,32.56,4.48,13797471918.0,13797471918.0,0.0,0.04,-16.28,-29.15
629,4629,攀钢钒钛,5.56,-1.24,-0.07,1525870.0,852347604.14,3.55,5.71,5.51,5.69,5.63,0.75,1.78,22.29,5.53,47832825683.0,47757238150.0,0.0,0.18,57.95,42.93
2840,4630,华统股份,22.21,-1.24,-0.28,41108.0,91706997.74,4.45,22.8,21.8,22.48,22.49,0.6,0.89,-113.93,5.31,13461416236.0,10270674332.0,-0.31,-0.27,53.92,28.53
600491,4631,龙元建设,6.32,-1.25,-0.08,143450.0,91001276.0,2.81,6.44,6.26,6.38,6.4,0.7,0.94,18.83,0.79,9668070276.0,9668070276.0,-0.63,0.16,-0.32,-7.74
300073,4632,当升科技,76.6,-1.25,-0.97,67171.0,517652842.77,2.98,78.47,76.16,78.0,77.57,0.86,1.38,21.27,3.82,38797959288.0,37242089043.0,0.24,0.13,-3.78,-11.39
301138,4633,华研精机,31.48,-1.25,-0.4,11751.0,36970227.36,2.57,31.92,31.1,31.58,31.88,0.51,3.92,49.47,3.46,3777600000.0,944400000.0,0.25,0.25,9.04,-46.19
782,4634,美达股份,5.5,-1.26,-0.07,99054.0,54529670.72,2.51,5.59,5.45,5.55,5.57,0.57,1.88,26.02,1.9,2904767927.0,2904767927.0,0.18,0.18,18.53,-7.25
600487,4635,亨通光电,18.01,-1.26,-0.23,883413.0,1594649348.0,5.15,18.48,17.54,18.16,18.24,0.94,3.74,24.73,2.04,42543418039.0,42543418039.0,0.11,0.0,41.59,19.67
600481,4636,双良节能,15.66,-1.26,-0.2,189969.0,297410152.0,3.72,15.99,15.4,15.92,15.86,0.81,1.17,41.45,4.71,29294555191.0,25482825953.0,-0.06,-0.06,10.59,55.67
2557,4637,洽洽食品,46.0,-1.27,-0.59,43708.0,205313038.27,4.85,48.09,45.83,46.59,46.59,1.02,0.86,33.22,5.11,23322102074.0,23322102074.0,0.02,0.0,-14.72,-23.98
600532,4638,*ST未来,21.82,-1.27,-0.28,71556.0,154525578.0,8.55,22.98,21.09,22.37,22.1,0.84,1.39,-234.19,6.45,11260554010.0,11260554010.0,0.09,1.25,48.44,18.2
600606,4639,绿地控股,3.11,-1.27,-0.04,587917.0,183539723.0,1.9,3.16,3.1,3.14,3.15,1.11,0.42,5.2,0.46,43708618957.0,43708618957.0,-0.32,-0.32,-9.06,-21.27
2330,4640,得利斯,6.99,-1.27,-0.09,167195.0,117170958.8,1.98,7.1,6.96,7.05,7.08,0.59,2.63,45.66,1.84,4451828876.0,4439899218.0,0.0,0.14,-4.12,6.55
603229,4641,奥翔药业,27.16,-1.27,-0.35,81686.0,222354901.0,3.78,27.92,26.88,27.68,27.51,0.97,2.03,44.36,8.09,10914699681.0,10914699681.0,0.0,0.18,-13.42,4.74
2798,4642,帝欧家居,7.76,-1.27,-0.1,24600.0,19093539.0,2.42,7.9,7.71,7.85,7.86,0.97,1.06,-6.01,0.77,2987353123.0,1794150870.0,-0.13,0.13,-14.73,-47.1
918,4643,嘉凯城,2.32,-1.28,-0.03,276726.0,64394115.6,3.4,2.38,2.3,2.35,2.35,1.02,1.53,-4.73,7.51,4185724280.0,4185724280.0,0.43,-0.43,2.65,-6.83
600276,4644,恒瑞医药,33.9,-1.28,-0.44,266194.0,912248135.0,4.31,35.18,33.7,34.49,34.34,1.03,0.42,51.02,6.0,216248177089.0,216248177089.0,0.0,0.09,7.96,-32.94
600639,4645,浦东金桥,11.5,-1.29,-0.15,54886.0,63200023.0,2.32,11.68,11.41,11.59,11.65,0.69,0.65,6.73,1.1,12907748270.0,9777722085.0,-0.09,-0.17,-12.01,-6.28
600657,4646,信达地产,5.34,-1.29,-0.07,281039.0,150217925.0,2.77,5.46,5.31,5.45,5.41,0.92,0.99,23.23,0.63,15229031697.0,15229031697.0,0.0,0.38,6.8,45.9
832089,4647,禾昌聚合,9.1,-1.3,-0.12,588.0,532297.35,2.93,9.27,9.0,9.27,9.22,1.25,0.12,11.35,1.13,979342000.0,443281475.0,0.0,0.66,-0.11,-34.67
300953,4648,震裕科技,99.33,-1.3,-1.31,10509.0,104561805.96,3.5,102.02,98.5,101.88,100.64,0.82,2.31,44.19,5.84,9245636400.0,4527461400.0,0.36,0.12,-22.06,-23.82
600389,4649,江山股份,53.7,-1.3,-0.71,25751.0,137688695.0,3.55,54.73,52.8,54.73,54.41,0.76,0.87,6.76,4.59,16398213270.0,15948900000.0,-0.02,0.0,-22.35,30.59
2895,4650,川恒股份,26.47,-1.3,-0.35,55175.0,146665178.54,3.32,27.08,26.19,26.96,26.82,0.71,1.12,17.89,3.52,13256621411.0,13065097726.0,-0.19,-0.04,-30.85,8.08
836826,4651,盖世食品,10.56,-1.31,-0.14,1318.0,1391036.07,3.46,10.84,10.47,10.84,10.7,0.78,0.4,34.52,4.27,935131127.0,346481119.0,-0.09,-0.09,13.55,-27.42
2245,4652,蔚蓝锂芯,17.27,-1.31,-0.23,177415.0,306623106.5,2.69,17.64,17.17,17.55,17.5,0.92,1.83,28.35,3.15,19895843694.0,16742724760.0,0.0,-0.06,-25.98,-37.06
600309,4653,万华化学,86.95,-1.32,-1.16,79980.0,698714895.0,2.36,88.58,86.5,88.26,88.11,0.61,0.25,13.15,3.86,273000969131.0,273000969131.0,-0.06,-0.28,-0.54,-11.73
2334,4654,英威腾,8.99,-1.32,-0.12,1271979.0,1161273724.65,5.6,9.4,8.89,9.22,9.11,0.78,18.71,44.74,3.48,6972530816.0,6110447064.0,-0.44,-0.11,57.44,14.67
600733,4655,北汽蓝谷,7.49,-1.32,-0.1,580259.0,436588569.0,3.03,7.66,7.43,7.6,7.59,0.45,1.48,-7.36,3.59,32111952874.0,29302710638.0,0.0,0.0,-6.14,-25.25
2461,4656,珠江啤酒,7.49,-1.32,-0.1,59823.0,44811323.36,2.37,7.62,7.44,7.59,7.59,0.71,0.27,26.41,1.78,16577830315.0,16577830315.0,0.0,0.13,-3.97,-16.59
902,4657,新洋丰,14.96,-1.32,-0.2,83329.0,125530660.58,2.57,15.33,14.94,15.31,15.16,0.98,0.7,10.6,2.28,19515758178.0,17734200666.0,0.07,-0.27,-18.43,-10.37
603970,4658,中农立华,29.9,-1.32,-0.4,8503.0,25351006.0,2.15,30.3,29.65,29.94,30.3,0.66,0.89,20.67,4.6,5740802870.0,2856050870.0,0.23,0.0,-9.67,16.34
422,4659,湖北宜化,17.94,-1.32,-0.24,172153.0,310734515.63,2.26,18.29,17.88,18.18,18.18,0.57,1.92,4.84,3.87,16107728813.0,16106840407.0,0.0,-0.06,-19.87,-15.81
2797,4660,第一创业,5.96,-1.32,-0.08,447642.0,267885644.21,2.48,6.07,5.92,6.0,6.04,0.93,1.08,43.6,1.72,25046304000.0,24629104000.0,-0.17,-0.33,-0.5,-18.13
603861,4661,白云电器,8.18,-1.33,-0.11,62360.0,51122860.0,5.79,8.53,8.05,8.14,8.29,1.34,1.47,-32.09,1.38,3566205610.0,3468524328.0,-0.37,0.12,5.96,-27.67
300856,4662,科思股份,62.85,-1.33,-0.85,31789.0,200244096.1,6.01,65.37,61.54,63.46,63.7,1.15,5.39,36.23,6.24,10641762000.0,3706893000.0,0.64,0.03,67.87,49.96
601116,4663,三江购物,9.6,-1.34,-0.13,76471.0,73741378.0,3.6,9.81,9.46,9.65,9.73,1.37,1.4,33.49,1.71,5257712640.0,5257712640.0,0.0,-0.21,0.63,4.12
300892,4664,品渥食品,25.8,-1.34,-0.35,12773.0,32996172.2,2.6,26.2,25.52,25.95,26.15,0.92,4.17,83.02,2.23,2580000000.0,790125000.0,-0.15,-0.19,-1.07,-36.03
300761,4665,立华股份,45.68,-1.34,-0.62,25934.0,119305406.25,3.13,46.87,45.42,46.19,46.3,0.82,0.81,-67.7,2.86,21003778246.0,14691104830.0,0.04,0.2,26.19,20.81
300108,4666,*ST吉药,2.21,-1.34,-0.03,201216.0,44356719.0,3.57,2.25,2.17,2.24,2.24,0.79,3.73,-3.03,-2.21,1471892430.0,1191663906.0,0.0,0.0,0.91,-48.96
603122,4667,合富中国,11.78,-1.34,-0.16,42371.0,50023115.0,2.26,11.98,11.71,11.86,11.94,0.76,4.26,64.21,4.16,4689060017.0,1172265496.0,0.08,0.0,-3.68,193.77
600597,4668,光明乳业,11.03,-1.34,-0.15,141822.0,156930481.0,2.15,11.23,10.99,11.17,11.18,0.84,1.09,27.01,1.91,15206408719.0,14324791518.0,-0.09,0.0,-4.0,-23.19
2568,4669,百润股份,22.79,-1.34,-0.31,68310.0,156206705.36,2.94,23.31,22.63,23.23,23.1,0.66,0.95,54.18,7.06,23933145374.0,16346801309.0,-0.09,-0.09,-13.15,-46.22
600985,4670,淮北矿业,14.65,-1.35,-0.2,123797.0,182384328.0,2.56,14.98,14.6,14.68,14.85,0.4,0.5,5.1,1.23,36347176301.0,36347176301.0,-0.2,-0.14,-6.39,39.79
838670,4671,恒进感应,19.7,-1.35,-0.27,1734.0,3418928.42,2.3,20.06,19.6,19.85,19.97,1.14,1.14,27.6,3.13,1319900000.0,300696860.0,-0.35,0.1,-67.17,-67.17
2258,4672,利尔化学,21.88,-1.35,-0.3,100465.0,219979208.2,3.11,22.35,21.66,22.14,22.18,1.09,1.36,7.77,2.88,16286080673.0,16221677111.0,-0.23,-0.32,-9.44,-7.83
601012,4673,隆基绿能,50.95,-1.36,-0.7,502147.0,2563631969.0,2.71,51.9,50.5,51.63,51.65,0.76,0.66,29.8,7.3,386282815051.0,386097367496.0,0.0,0.12,-16.56,-17.01
300436,4674,广生堂,32.73,-1.36,-0.45,17986.0,59278265.4,2.56,33.44,32.59,33.2,33.18,1.16,1.35,-99.4,5.06,5212808910.0,4361460730.0,0.0,0.06,-6.57,-31.86
600502,4675,安徽建工,5.81,-1.36,-0.08,602822.0,349044709.0,2.72,5.89,5.73,5.84,5.89,0.97,3.5,8.06,1.19,9999941180.0,9999941180.0,0.0,0.17,-19.08,48.97
600585,4676,海螺水泥,31.17,-1.36,-0.43,177418.0,557260057.0,2.63,31.9,31.07,31.6,31.6,0.76,0.44,8.39,0.92,165179261387.0,124670729387.0,0.0,0.03,-6.17,-17.8
603132,4677,金徽股份,12.3,-1.36,-0.17,28952.0,35731337.0,3.13,12.57,12.18,12.42,12.47,1.25,2.95,24.99,3.89,12029400000.0,1205400000.0,0.24,0.41,-4.06,17.7
2543,4678,万和电气,12.3,-1.36,-0.17,697204.0,825806577.59,8.98,12.34,11.22,11.22,12.47,1.31,11.05,10.8,2.18,9146280000.0,7759324608.0,0.0,1.23,83.04,69.89
839725,4679,惠丰钻石,47.73,-1.36,-0.66,4062.0,19498213.87,4.75,49.3,47.0,48.74,48.39,0.77,3.69,28.5,4.21,2202739500.0,525125460.0,0.48,0.27,-29.27,-26.57
600061,4680,国投资本,6.5,-1.37,-0.09,229435.0,149543368.0,2.58,6.64,6.47,6.58,6.59,0.66,0.36,11.2,0.89,41764477424.0,41764477424.0,-0.15,0.0,4.0,-19.45
12,4681,南  玻Ａ,6.49,-1.37,-0.09,286207.0,185612072.39,3.19,6.64,6.43,6.62,6.58,0.97,1.46,9.95,1.69,19928791774.0,12699468134.0,0.0,0.0,6.05,-33.3
2188,4682,中天服务,5.76,-1.37,-0.08,51046.0,29485060.0,3.08,5.89,5.71,5.76,5.84,1.11,2.12,19.77,17.91,1685022192.0,1387487560.0,0.0,-0.17,5.11,47.69
671,4683,阳 光 城,2.16,-1.37,-0.03,1428202.0,307247917.9,2.74,2.19,2.13,2.18,2.19,0.93,3.52,-1.25,0.61,8943227172.0,8759285088.0,0.0,0.0,-2.26,-28.48
2926,4684,华西证券,7.89,-1.38,-0.11,264488.0,209774261.42,3.25,8.08,7.82,7.98,8.0,0.75,1.01,35.52,0.93,20711250000.0,20711250000.0,0.0,0.13,5.48,-19.08
605007,4685,五洲特纸,15.68,-1.38,-0.22,19534.0,30754464.0,3.65,16.15,15.57,15.9,15.9,0.98,2.37,14.68,3.06,6272176463.0,1291431723.0,0.64,0.06,-0.95,-30.96
600906,4686,财达证券,7.84,-1.38,-0.11,247886.0,194654947.0,3.14,8.02,7.77,7.95,7.95,0.73,1.89,51.23,2.3,25440800000.0,10289642496.0,0.13,0.0,-8.94,-38.07
2176,4687,江特电机,21.38,-1.38,-0.3,395398.0,850291952.26,3.37,21.89,21.16,21.79,21.68,0.83,2.32,13.53,11.18,36481240922.0,36462411599.0,-0.09,-0.09,-10.24,2.99
300792,4688,壹网壹创,28.5,-1.38,-0.4,30422.0,87437767.5,3.67,29.38,28.32,28.75,28.9,0.79,2.68,32.4,2.56,6802223906.0,3229317530.0,0.0,-0.31,-15.46,-41.54
600809,4689,山西汾酒,288.53,-1.38,-4.05,47454.0,1365488941.0,3.39,295.0,285.08,294.58,292.58,0.53,0.39,35.11,19.45,352027784450.0,351346738238.0,-0.04,-0.07,1.18,-8.11
688050,4690,爱博医疗,199.38,-1.38,-2.8,4476.0,89288388.0,3.33,203.8,197.07,201.0,202.18,0.74,0.64,85.13,12.12,20970132839.0,13888160821.0,-0.47,-0.47,4.59,-4.99
300630,4691,普利制药,27.04,-1.39,-0.38,29922.0,81153024.13,2.99,27.7,26.88,27.5,27.42,0.88,0.93,20.54,4.62,11815343022.0,8703487291.0,-0.07,0.0,-0.15,-50.7
626,4692,远大控股,10.64,-1.39,-0.15,80465.0,87016747.0,4.82,11.1,10.58,10.87,10.79,1.14,1.61,43.07,1.84,5415126537.0,5321769804.0,-0.19,0.0,-16.15,-57.2
605305,4693,中际联合,41.11,-1.39,-0.58,21486.0,87738459.0,4.41,42.0,40.16,41.14,41.69,0.94,2.02,35.86,2.99,6240498000.0,4368348600.0,0.27,0.44,-8.44,-40.7
603180,4694,金牌厨柜,24.79,-1.39,-0.35,18010.0,44372767.0,3.7,25.2,24.27,25.04,25.14,0.87,1.25,20.65,1.62,3824028105.0,3575693958.0,-0.08,-0.04,-3.95,-33.79
603589,4695,口子窖,49.3,-1.4,-0.7,48742.0,240873064.0,2.2,50.18,49.08,50.0,50.0,0.83,0.81,20.0,3.65,29580000000.0,29580000000.0,0.04,0.24,-8.55,-28.93
