代码,序号,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
688293,1,N奥浦迈,127.24,58.65,47.04,124349.0,1581989730.0,14.68,134.05,122.28,125.0,80.2,,73.47,97.75,4.9,10431176935.0,2153481269.0,0.19,-0.5,58.65,58.65
688182,2,灿勤科技,14.74,20.03,2.46,98014.0,137731349.0,20.52,14.74,12.22,12.34,12.28,5.44,13.84,103.59,2.88,5896000000.0,1044102004.0,0.0,0.0,-2.25,-38.71
300563,3,神宇股份,15.52,20.03,2.59,257108.0,381644893.4,21.11,15.52,12.79,13.0,12.93,3.31,20.94,37.1,2.89,2775325604.0,1905284228.0,0.0,0.0,36.38,7.85
688256,4,寒武纪-U,80.78,19.99,13.46,165613.0,1291388854.0,19.77,80.78,67.47,67.47,67.32,4.85,6.84,-26.01,5.93,32377807427.0,19563756403.0,0.0,0.0,25.22,-15.06
688418,5,震有科技,11.42,18.83,1.81,84391.0,91865667.0,19.98,11.53,9.61,9.61,9.61,5.33,6.36,-22.92,2.03,2211026200.0,1514378084.0,0.53,-0.17,19.08,-24.77
300045,6,华力创通,8.66,17.98,1.32,691002.0,580111937.01,21.12,8.81,7.26,7.3,7.34,6.71,15.6,-364.39,3.15,5738767544.0,3836391059.0,-0.12,0.12,15.78,-25.54
300053,7,欧比特,10.25,16.21,1.43,1118064.0,1127097428.33,20.41,10.58,8.78,8.8,8.82,4.52,17.54,214.86,2.33,7197121673.0,6533374600.0,0.29,0.49,26.54,0.79
300545,8,联得装备,20.83,13.7,2.51,77559.0,157921190.22,16.65,21.55,18.5,18.51,18.32,2.28,6.93,65.29,2.62,3702379566.0,2331403312.0,0.14,0.24,30.92,-9.4
688189,9,南新制药,18.96,12.86,2.16,62604.0,115785800.0,16.79,19.48,16.66,16.75,16.8,2.46,4.47,104.32,2.63,3716160000.0,2654400000.0,-0.16,-0.21,52.29,-24.64
300342,10,天银机电,10.67,11.96,1.14,365355.0,383760243.95,19.31,11.4,9.56,9.64,9.53,2.36,8.78,88.47,3.01,4535124656.0,4441367334.0,0.0,0.0,22.36,-19.23
300672,11,国科微,77.65,11.89,8.25,119719.0,897470375.59,16.93,80.0,68.25,69.3,69.4,2.37,6.89,327.71,9.23,14136748879.0,13483586897.0,0.04,0.45,5.66,-58.05
300252,12,金信诺,9.24,11.33,0.94,404657.0,367526767.52,16.63,9.76,8.38,8.4,8.3,4.26,9.15,80.75,2.28,5332901426.0,4086937285.0,-0.11,0.11,26.23,3.59
300455,13,康拓红外,9.93,11.2,1.0,225177.0,220113795.96,15.9,10.38,8.96,8.96,8.93,4.09,4.05,167.45,4.34,7127435604.0,5520152796.0,0.0,-0.1,18.92,-8.39
688416,14,C恒烁,52.7,11.02,5.23,74197.0,388261814.0,17.8,55.55,47.1,47.25,47.47,1.22,41.2,46.93,2.55,4354984603.0,949094590.0,-0.09,-0.45,-19.06,-19.06
300698,15,万马科技,24.1,10.8,2.35,58892.0,137391756.7,13.47,24.68,21.75,21.97,21.75,1.23,4.77,4169.77,8.52,3229400000.0,2978059726.0,0.08,0.12,60.67,-11.46
688439,16,振华风光,118.5,10.78,11.53,72984.0,829668351.0,11.69,118.5,106.0,107.0,106.97,0.51,17.06,71.28,5.86,23700000000.0,5069517453.0,0.22,1.28,76.89,76.89
301268,17,铭利达,54.35,10.74,5.27,59294.0,309882978.96,16.4,55.49,47.44,49.09,49.08,2.15,17.54,87.96,11.05,21740543500.0,1837335501.0,-0.02,-0.59,76.58,90.7
300322,18,硕贝德,9.98,10.28,0.93,157920.0,153134850.91,9.28,9.99,9.15,9.15,9.05,1.65,3.59,-296.34,3.45,4648149341.0,4384816353.0,0.1,0.0,12.77,-27.99
68,19,华控赛格,4.13,10.13,0.38,561303.0,223888052.69,11.47,4.13,3.7,3.89,3.75,5.2,5.58,-79.39,17.54,4157553146.0,4157553146.0,0.0,0.0,20.76,19.36
2467,20,二六三,4.69,10.09,0.43,805088.0,371747671.24,11.27,4.69,4.21,4.24,4.26,1.76,5.93,85.03,2.85,6418789684.0,6371306957.0,0.0,0.0,21.5,-2.7
892,21,欢瑞世纪,5.89,10.09,0.54,403697.0,237777786.27,0.0,5.89,5.89,5.89,5.35,0.68,7.54,97.4,3.78,5777974986.0,3153374894.0,0.0,0.0,103.81,30.6
600130,22,波导股份,4.92,10.07,0.45,654565.0,313692581.0,6.04,4.92,4.65,4.65,4.47,1.92,8.52,212.58,3.82,3778560000.0,3778560000.0,0.0,0.0,41.38,20.0
607,23,华媒控股,5.03,10.07,0.46,250449.0,123164146.38,10.07,5.03,4.57,4.57,4.57,0.97,2.83,61.33,3.36,5119023002.0,4451136504.0,0.0,0.0,6.12,-5.27
600509,24,天富能源,6.13,10.05,0.56,720432.0,435227487.0,10.77,6.13,5.53,5.55,5.57,3.75,6.26,-7.93,1.29,7058174054.0,7058174054.0,0.0,0.16,11.66,-4.22
603089,25,正裕工业,9.53,10.05,0.87,114423.0,107680426.0,8.66,9.53,8.78,8.78,8.66,1.09,5.14,27.1,2.0,2120423113.0,2120423113.0,0.0,0.0,20.63,3.47
2341,26,新纶新材,5.04,10.04,0.46,426550.0,208357231.68,9.83,5.04,4.59,4.59,4.58,1.26,4.46,-31.85,2.52,5807161544.0,4823094205.0,0.0,0.0,20.0,-8.53
2725,27,跃岭股份,10.85,10.04,0.99,305829.0,323459687.32,10.75,10.85,9.79,9.8,9.86,3.21,15.22,64.13,2.63,2777600000.0,2179500770.0,0.0,0.0,3.04,3.53
2383,28,合众思壮,8.22,10.04,0.75,550909.0,435798022.99,12.05,8.22,7.32,7.32,7.47,0.95,9.65,142.86,3.73,6085761707.0,4693064903.0,0.0,0.0,37.23,13.54
2292,29,奥飞娱乐,5.59,10.04,0.51,1248815.0,689351290.8,9.65,5.59,5.1,5.1,5.08,1.7,12.8,-154.31,2.52,8265931306.0,5451908218.0,0.0,0.0,25.62,-11.69
670,30,盈方微,11.4,10.04,1.04,1446822.0,1578833717.41,11.58,11.4,10.2,10.36,10.36,1.05,24.04,810.68,169.79,9309551904.0,6860742710.0,0.0,0.0,406.67,406.67
603602,31,纵横通信,11.95,10.04,1.09,171989.0,199045591.0,10.5,11.95,10.81,10.93,10.86,2.13,8.44,152.36,3.33,2435994020.0,2435994020.0,0.0,0.0,21.2,16.59
2137,32,实益达,6.91,10.03,0.63,728079.0,472947605.56,11.46,6.91,6.19,6.5,6.28,5.87,18.64,16.5,2.7,3990558541.0,2698816360.0,0.0,0.0,41.02,14.21
2792,33,通宇通讯,14.81,10.03,1.35,375243.0,545352344.71,12.11,14.81,13.18,13.19,13.46,3.95,15.53,59.1,2.16,5954463666.0,3578630952.0,0.0,0.0,23.93,-7.32
573,34,粤宏远Ａ,3.73,10.03,0.34,1402407.0,511597031.8,9.14,3.73,3.42,3.42,3.39,5.92,22.16,73.31,1.46,2380786653.0,2360828993.0,0.0,0.0,20.32,21.1
561,35,烽火电子,8.45,10.03,0.77,173806.0,140602715.08,10.55,8.45,7.64,7.66,7.68,1.67,2.89,414.58,2.99,5109650112.0,5088209082.0,0.0,0.0,11.18,0.72
600520,36,文一科技,13.06,10.03,1.19,248857.0,311386918.0,11.29,13.06,11.72,12.0,11.87,1.08,15.71,83.57,5.19,2069095800.0,2069095800.0,0.0,0.0,56.97,48.92
603131,37,上海沪工,14.27,10.02,1.3,90320.0,125706211.0,10.33,14.27,12.93,12.99,12.97,3.74,2.84,91.86,3.25,4537641212.0,4537641212.0,0.0,0.0,2.07,-47.59
2800,38,天顺股份,19.21,10.02,1.75,192105.0,361528801.44,6.01,19.21,18.16,18.16,17.46,3.35,18.99,88.09,3.7,2089129589.0,1943696615.0,0.0,0.0,22.12,30.06
2983,39,芯瑞达,25.91,10.02,2.36,174800.0,435543648.17,12.36,25.91,23.0,23.5,23.55,1.88,33.4,43.09,4.39,4772207440.0,1356118311.0,0.0,0.0,35.44,15.36
2583,40,海能达,5.6,10.02,0.51,434047.0,237565669.22,9.43,5.6,5.12,5.12,5.09,2.08,3.54,465.19,1.82,10170046270.0,6872563746.0,0.0,0.0,18.14,1.45
603021,41,山东华鹏,5.71,10.02,0.52,82283.0,45659616.0,10.21,5.71,5.18,5.18,5.19,2.47,2.57,-9.6,2.26,1826903480.0,1826903480.0,0.0,0.0,16.29,10.66
601698,42,中国卫通,12.52,10.02,1.14,341085.0,416013848.0,10.54,12.52,11.32,11.32,11.38,2.45,0.85,88.31,4.09,50080000000.0,50080000000.0,0.0,0.0,14.23,-12.81
1231,43,农心科技,26.58,10.02,2.42,70941.0,186544339.07,9.85,26.58,24.2,24.2,24.16,1.04,28.38,20.35,3.02,2658000000.0,664500000.0,0.0,0.0,49.58,49.58
2819,44,东方中科,23.4,10.01,2.13,20696.0,47075632.6,9.87,23.4,21.3,21.38,21.27,3.59,1.47,-1407.61,1.88,7145151203.0,3291849265.0,0.0,0.0,-0.55,-29.33
2488,45,金固股份,7.8,10.01,0.71,373004.0,284545676.4,9.03,7.8,7.16,7.17,7.09,1.86,4.1,4.35,1.62,7814935604.0,7099119167.0,0.0,0.0,27.66,-11.16
1288,46,运机集团,17.14,10.01,1.56,36962.0,61657591.81,10.4,17.14,15.52,15.63,15.58,4.56,9.24,37.12,1.53,2742400000.0,685598286.0,0.0,0.0,19.94,-3.22
600118,47,中国卫星,22.64,10.01,2.06,304690.0,672683084.0,10.4,22.64,20.5,20.52,20.58,4.22,2.58,58.83,4.33,26771554016.0,26771554016.0,0.0,0.0,12.19,-16.43
2820,48,桂发祥,11.32,10.01,1.03,682646.0,714101740.5,16.13,11.32,9.66,9.66,10.29,3.52,34.08,-25.33,2.32,2273829099.0,2267798743.0,0.0,0.0,43.65,12.64
1309,49,德明利,56.93,10.01,5.18,28600.0,157043537.7,10.84,56.93,51.32,51.85,51.75,1.63,14.3,51.6,3.01,4554400000.0,1138600000.0,0.0,0.0,114.51,114.51
603237,50,五芳斋,59.8,10.01,5.44,3764.0,22511112.0,0.0,59.8,59.8,59.8,54.36,0.43,1.49,12.43,3.25,6024431400.0,1506107850.0,0.0,0.0,74.24,74.24
1259,51,利仁科技,34.41,10.01,3.13,1460.0,5022690.06,0.0,34.41,34.41,34.41,31.28,0.38,0.79,34.93,3.5,2532193636.0,636049684.0,0.0,0.0,74.23,74.23
603209,52,兴通股份,36.94,10.01,3.36,43809.0,159222346.0,10.51,36.94,33.41,33.41,33.58,1.74,8.76,35.88,3.82,7388000000.0,1847000000.0,0.0,0.0,50.53,72.86
819,53,岳阳兴长,22.65,10.0,2.06,98247.0,215630762.53,9.96,22.65,20.6,20.6,20.59,0.85,3.28,114.2,7.06,6938267026.0,6775753276.0,0.0,0.0,51.91,22.9
603260,54,合盛硅业,117.67,10.0,10.7,133166.0,1517591405.0,8.97,117.67,108.07,109.0,106.97,1.69,1.42,17.83,5.72,126397063446.0,110374460000.0,0.0,0.0,5.85,-9.8
600877,55,声光电科,15.95,10.0,1.45,395118.0,611887442.0,10.97,15.95,14.36,14.4,14.5,1.66,5.54,121.78,9.38,18887465548.0,11383788718.0,0.0,0.0,41.9,1.85
2148,56,北纬科技,8.14,10.0,0.74,2047668.0,1587443564.7,17.03,8.14,6.88,7.11,7.4,1.94,45.33,157.49,3.83,4565721360.0,3677159213.0,0.0,0.0,79.69,51.87
2115,57,三维通信,5.83,10.0,0.53,772673.0,441078967.32,8.68,5.83,5.37,5.37,5.3,0.97,11.14,47.68,2.05,4728079466.0,4044675427.0,0.0,0.0,51.04,-3.16
2896,58,中大力德,31.91,10.0,2.9,191436.0,595503698.22,9.65,31.91,29.11,29.11,29.01,1.25,12.66,77.55,6.5,4823875704.0,4823875704.0,0.0,0.0,128.09,75.62
2868,59,绿康生化,21.9,9.99,1.99,32738.0,68678942.7,8.74,21.9,20.16,20.2,19.91,0.77,2.15,-46.58,5.0,3403606830.0,3329351398.0,0.0,0.0,71.09,98.55
603703,60,盛洋科技,14.75,9.99,1.34,100724.0,142991726.0,10.37,14.75,13.36,13.4,13.41,2.1,3.37,129.1,5.26,4404497500.0,4404497500.0,0.0,0.0,-35.16,-36.48
2935,61,天奥电子,26.86,9.99,2.44,199241.0,509080909.79,11.3,26.86,24.1,24.45,24.42,3.42,7.66,105.74,5.01,7378798432.0,6989100337.0,0.0,0.0,23.66,-4.75
3036,62,泰坦股份,13.1,9.99,1.19,23066.0,29685721.26,8.82,13.1,12.05,12.23,11.91,0.54,4.07,23.23,2.38,2829600000.0,742851875.0,0.0,0.0,26.2,6.42
2866,63,传艺科技,32.92,9.99,2.99,203811.0,651450967.3,6.38,32.92,31.01,31.01,29.93,0.9,11.38,55.52,4.72,9466841633.0,5893682612.0,0.0,0.0,218.38,163.36
600992,64,贵绳股份,29.51,9.99,2.68,301572.0,857291151.0,9.32,29.51,27.01,27.66,26.83,0.82,12.3,430.99,4.95,7232605900.0,7232605900.0,0.0,0.0,130.01,199.29
605133,65,嵘泰股份,32.05,9.99,2.91,42633.0,132093770.0,9.99,32.05,29.14,29.5,29.14,1.01,10.66,51.21,3.01,5198157450.0,1282000000.0,0.0,0.0,46.75,12.22
2336,66,人人乐,7.38,9.99,0.67,98336.0,69421329.99,12.97,7.38,6.51,6.65,6.71,3.22,2.64,-6.89,8.5,3247200000.0,2754031500.0,0.0,0.0,32.97,47.31
409,67,云鼎科技,7.16,9.98,0.65,252993.0,178464811.07,10.14,7.16,6.5,6.52,6.51,1.7,5.98,200.44,7.13,3658267091.0,3031379284.0,0.0,0.0,26.95,7.67
1339,68,智微智能,23.69,9.98,2.15,99088.0,228112878.8,10.58,23.69,21.41,21.41,21.54,1.96,16.05,39.14,3.24,5850600850.0,1462857500.0,0.0,0.0,40.51,40.51
603569,69,长久物流,9.92,9.98,0.9,117654.0,112768137.0,9.09,9.92,9.1,9.12,9.02,0.66,2.1,4569.36,2.58,5558641873.0,5558641873.0,0.0,0.0,12.86,37.21
600605,70,汇通能源,9.81,9.98,0.89,27314.0,26397073.0,9.98,9.81,8.92,8.96,8.92,2.21,1.32,87.9,1.82,2023630628.0,2023630628.0,0.0,0.0,25.93,4.92
603997,71,继峰股份,13.57,9.97,1.23,201730.0,265648081.0,11.02,13.57,12.21,12.45,12.34,1.02,2.29,-45.03,3.29,15154791706.0,11952700803.0,0.0,0.0,51.62,-15.61
603758,72,秦安股份,9.71,9.97,0.88,106979.0,100337422.0,10.08,9.71,8.82,8.85,8.83,2.39,2.44,27.76,1.66,4260719346.0,4260719346.0,0.0,0.0,29.64,20.92
2374,73,中锐股份,5.85,9.96,0.53,1035619.0,583081619.15,11.28,5.85,5.25,5.33,5.32,2.04,9.71,162.58,3.09,6364529631.0,6238927849.0,0.0,0.0,43.03,-46.33
2173,74,创新医疗,7.62,9.96,0.69,334105.0,247574149.51,10.82,7.62,6.87,6.9,6.93,0.93,8.98,-35.91,1.78,3452466422.0,2836560400.0,0.0,0.0,34.63,-8.74
2337,75,赛象科技,6.09,9.93,0.55,346256.0,203443308.0,9.21,6.09,5.58,5.58,5.54,0.82,5.89,96.04,3.15,3584669918.0,3579280274.0,0.0,0.0,78.59,38.41
2491,76,通鼎互联,5.65,9.92,0.51,232959.0,128722564.42,10.12,5.65,5.13,5.13,5.14,1.44,1.96,104.81,3.23,7009849910.0,6707264844.0,0.0,0.0,19.96,14.84
2512,77,达华智能,4.21,9.92,0.38,897030.0,368455590.74,10.44,4.21,3.81,3.83,3.83,2.18,8.55,-28.32,6.7,4829267980.0,4417928987.0,0.0,0.0,53.65,15.66
600892,78,大晟文化,5.1,9.91,0.46,300844.0,151660656.0,10.78,5.1,4.6,4.6,4.64,0.77,5.57,196.03,17.69,2853267359.0,2755833634.0,0.0,0.0,19.72,16.97
688596,79,正帆科技,30.02,9.84,2.69,69371.0,204590239.0,11.49,30.65,27.51,27.66,27.33,1.08,3.41,72.88,4.2,7700130000.0,6100401425.0,0.03,0.07,54.03,16.72
301097,80,天益医疗,68.2,9.73,6.05,16334.0,108825099.01,18.52,73.21,61.7,61.7,62.15,3.32,11.69,45.88,3.37,4020210498.0,953177931.0,0.15,0.24,28.68,30.85
300472,81,新元科技,12.42,9.62,1.09,144148.0,172784636.15,10.15,12.45,11.3,11.4,11.33,1.64,5.73,40.88,3.57,3310347573.0,3121862808.0,-0.08,0.08,32.41,-22.67
300633,82,开立医疗,41.69,9.57,3.64,80207.0,327154180.16,8.94,41.7,38.3,38.57,38.05,1.62,1.87,51.01,7.11,17837556149.0,17837556149.0,0.22,0.17,59.55,31.06
688555,83,泽达易盛,15.8,9.42,1.36,85799.0,133770901.0,18.01,16.89,14.29,14.69,14.44,2.32,20.51,-20.37,1.6,1313138000.0,661103600.0,1.15,-0.63,9.72,-56.46
688358,84,祥生医疗,37.19,9.41,3.2,27767.0,100540534.0,12.15,37.73,33.6,33.6,33.99,1.77,9.92,27.5,3.24,4165280000.0,1041320000.0,0.13,0.11,48.7,15.5
688326,85,经纬恒润-W,218.3,9.26,18.5,16408.0,355338315.0,17.01,230.02,196.03,197.62,199.8,1.46,7.02,130.78,5.1,26196000000.0,5100895598.0,-0.21,0.12,82.75,80.41
605366,86,宏柏新材,20.43,9.19,1.72,130989.0,259431616.0,10.15,20.5,18.6,18.9,18.71,1.72,6.23,18.74,4.74,8914793940.0,4296532560.0,-0.05,0.64,-12.13,102.68
600026,87,中远海能,15.2,9.04,1.26,847416.0,1263694515.0,8.11,15.33,14.2,14.29,13.94,1.14,2.95,228.26,2.46,72515801204.0,43670469410.0,0.07,0.0,37.93,156.76
300910,88,瑞丰新材,98.95,9.0,8.17,24456.0,237897058.08,11.34,100.58,90.29,91.25,90.78,1.19,3.57,50.79,6.65,14842500000.0,6788067268.0,0.74,0.24,99.09,25.17
688123,89,聚辰股份,94.94,8.99,7.83,22299.0,208767357.0,10.29,96.1,87.14,87.14,87.11,1.07,2.66,38.65,6.9,11472726853.0,7957441766.0,0.35,0.37,-12.59,40.46
2452,90,长高电新,8.99,8.97,0.74,490616.0,431862052.59,12.36,9.08,8.06,8.26,8.25,2.32,9.58,54.22,2.67,5576785444.0,4603523235.0,0.11,-0.22,41.57,-4.97
688080,91,映翰通,48.06,8.95,3.95,12708.0,59517792.0,11.29,49.0,44.02,44.2,44.11,1.02,3.36,33.02,3.21,2519727455.0,1815456215.0,0.0,0.02,16.06,-45.11
2779,92,中坚科技,26.16,8.91,2.14,17567.0,44978883.5,10.82,26.4,23.8,24.02,24.02,3.12,1.48,98.68,5.35,3453120000.0,3098247174.0,-0.27,-0.34,4.51,54.06
688017,93,绿的谐波,156.87,8.89,12.81,45510.0,703313836.0,10.84,159.93,144.31,144.68,144.06,1.44,4.86,144.29,14.26,26445674821.0,14682375499.0,0.0,-0.11,93.95,26.28
300101,94,振芯科技,27.82,8.67,2.22,370454.0,1015601746.77,14.02,28.89,25.3,25.34,25.6,1.89,6.64,47.9,11.45,15581036120.0,15518292366.0,0.07,-0.14,46.42,25.71
2876,95,三利谱,61.03,8.59,4.83,84189.0,506499347.2,9.45,61.82,56.51,56.51,56.2,1.09,5.66,38.76,4.83,10612197400.0,9077233762.0,-0.2,-0.1,89.06,-1.85
300721,96,怡达股份,45.03,8.58,3.56,32739.0,144214438.29,12.01,45.65,40.67,41.46,41.47,2.6,4.62,25.28,3.19,3861861374.0,3192883536.0,-0.38,-0.4,28.66,-9.94
300889,97,爱克股份,15.87,8.48,1.24,73019.0,115262435.91,13.26,16.5,14.56,14.73,14.63,3.07,8.21,345.99,1.59,2475720000.0,1410618836.0,-0.19,0.06,14.75,-17.81
3031,98,中瓷电子,96.99,8.43,7.54,40464.0,388277256.68,8.74,98.4,90.58,91.01,89.45,1.49,5.82,130.08,17.11,20277375935.0,6738721461.0,0.26,-0.12,63.01,62.35
605090,99,九丰能源,25.02,8.41,1.94,357893.0,886121550.0,8.19,25.39,23.5,23.62,23.08,1.69,14.16,12.09,2.5,15516348456.0,6325251631.0,-0.04,-0.16,13.47,0.32
2502,100,鼎龙文化,3.78,8.31,0.29,841100.0,320227566.94,9.46,3.84,3.51,3.51,3.49,3.56,10.1,-28.78,2.66,3477579735.0,3148761788.0,-0.26,-0.53,34.04,-13.1
2869,101,金溢科技,21.77,8.25,1.66,72063.0,153512373.0,9.25,21.99,20.13,20.13,20.11,0.97,4.77,485.5,1.79,3921834086.0,3291003098.0,-0.05,0.0,49.42,40.09
688170,102,德龙激光,55.36,8.17,4.18,24511.0,134918345.0,13.35,58.3,51.47,51.47,51.18,1.18,11.06,113.78,4.51,5722009600.0,1226389914.0,0.0,-0.59,82.23,86.52
688003,103,天准科技,39.85,8.08,2.98,40156.0,155039809.0,8.41,39.9,36.8,37.3,36.87,1.74,2.06,1241.73,5.14,7758834850.0,7758834850.0,-0.03,0.0,40.56,5.93
600818,104,中路股份,30.53,8.03,2.27,165283.0,494292753.0,9.52,30.99,28.3,28.42,28.26,1.92,6.95,439.71,14.57,9813804692.0,7264854992.0,0.0,-0.26,78.54,254.59
868,105,安凯客车,6.21,8.0,0.46,468662.0,282911434.33,10.96,6.33,5.7,5.74,5.75,1.3,6.39,-24.11,26.32,4553974133.0,4553974133.0,0.16,0.81,19.65,54.09
1270,106,铖昌科技,107.56,7.91,7.88,52028.0,554284092.91,11.67,109.65,98.02,98.02,99.68,1.94,18.61,108.12,9.53,12026600472.0,3006678460.0,-0.02,-0.41,135.31,396.13
2992,107,宝明科技,34.19,7.89,2.5,103587.0,350968892.9,13.0,34.86,30.74,32.11,31.69,1.16,13.22,-45.3,6.05,6323992156.0,2679529620.0,0.32,0.41,189.5,154.77
300987,108,川网传媒,18.17,7.83,1.32,146738.0,270413000.8,9.5,19.1,17.5,17.5,16.85,1.59,15.39,202.54,4.0,3150096560.0,1732836560.0,0.22,0.44,9.13,-38.8
3043,109,华亚智能,82.4,7.83,5.98,26417.0,211971728.9,11.93,83.8,74.68,77.01,76.42,1.24,9.24,44.28,7.24,6592000000.0,2356625003.0,0.04,-0.04,34.75,3.1
605020,110,永和股份,33.54,7.81,2.43,53795.0,176851568.0,11.19,34.1,30.62,31.39,31.11,1.2,4.37,32.97,4.28,9047448339.0,4128354750.0,0.0,-0.15,48.6,10.15
300134,111,大富科技,9.29,7.77,0.67,332988.0,301824261.91,11.48,9.48,8.49,8.64,8.62,1.72,4.67,469.17,1.59,7130056476.0,6618363276.0,0.0,-0.21,25.88,-26.5
2449,112,国星光电,9.59,7.75,0.69,295317.0,277864808.84,9.78,9.78,8.91,8.91,8.9,1.97,4.82,37.54,1.56,5931196051.0,5873303043.0,0.0,-0.1,23.58,-10.62
3021,113,兆威机电,61.09,7.74,4.39,44998.0,271122138.64,12.61,62.37,55.22,57.42,56.7,1.23,7.47,95.04,3.67,10466753985.0,3682016480.0,0.49,0.11,52.61,-23.3
600345,114,长江通信,18.12,7.73,1.3,136994.0,246183646.0,10.94,18.5,16.66,16.75,16.82,5.27,6.92,24.05,1.72,3587760000.0,3587760000.0,-0.06,0.17,17.36,8.89
2414,115,高德红外,15.27,7.69,1.09,1170267.0,1768997494.17,9.94,15.6,14.19,14.19,14.18,1.71,4.48,66.53,7.06,50164723368.0,39911566381.0,1.13,0.86,27.46,-10.39
300680,116,隆盛科技,31.65,7.58,2.23,62000.0,191255777.38,9.59,31.92,29.1,29.1,29.42,1.16,4.32,80.19,6.97,6388596430.0,4545246087.0,0.13,-0.06,29.71,1.77
300656,117,民德电子,37.97,7.56,2.67,44584.0,168358889.83,12.86,39.54,35.0,35.57,35.3,1.24,3.85,92.6,5.53,5959035000.0,4396766982.0,0.11,-0.11,15.41,-14.11
300666,118,江丰电子,95.5,7.56,6.71,83804.0,782366355.0,10.68,96.48,87.0,88.72,88.79,1.38,4.96,72.43,12.93,22508049099.0,16121700137.0,0.0,-0.07,68.79,81.97
601028,119,玉龙股份,24.56,7.53,1.72,169307.0,402273453.0,7.01,24.66,23.06,23.85,22.84,2.09,2.16,89.46,7.21,19231112666.0,19231112666.0,0.0,0.9,30.29,28.99
603566,120,普莱柯,32.0,7.53,2.24,76533.0,244801589.0,9.21,32.65,29.91,30.1,29.76,1.55,2.38,64.09,5.66,10287872000.0,10287872000.0,0.03,-0.16,26.03,46.12
300969,121,恒帅股份,87.34,7.43,6.04,15157.0,129664138.06,8.27,88.0,81.28,81.9,81.3,1.36,7.58,52.38,8.37,6987200000.0,1746800000.0,-0.25,0.37,6.73,-12.51
688216,122,气派科技,29.68,7.42,2.05,26994.0,78387095.0,8.72,29.98,27.57,28.0,27.63,1.8,6.36,-2416.9,3.15,3154093600.0,1260554120.0,0.0,0.1,8.36,-39.74
688533,123,上声电子,64.0,7.42,4.42,23877.0,151524389.0,9.5,65.58,59.92,61.01,59.58,1.26,6.14,140.62,9.77,10240000000.0,2489177600.0,0.0,-0.05,9.91,14.8
688262,124,国芯科技,51.43,7.35,3.52,48338.0,244037711.0,9.79,52.3,47.61,48.01,47.91,1.47,8.67,101.11,4.4,12343200000.0,2868886775.0,0.06,0.0,37.96,23.24
600640,125,新国脉,10.67,7.34,0.73,115745.0,120986673.0,7.75,10.72,9.95,9.95,9.94,1.83,1.45,-196.45,2.05,8490075680.0,8490075680.0,0.28,0.38,8.88,-30.03
3033,126,征和工业,36.33,7.33,2.48,12951.0,46313598.74,6.85,36.38,34.06,34.06,33.85,1.14,5.38,21.96,3.03,2969977500.0,875107049.0,0.08,0.0,44.57,33.81
2151,127,北斗星通,31.86,7.31,2.17,165148.0,520530483.93,9.57,32.5,29.66,29.68,29.69,4.64,3.86,91.85,3.86,16351093524.0,13622465043.0,0.03,-0.03,3.78,-18.7
2698,128,博实股份,16.05,7.29,1.09,106559.0,168874871.57,9.29,16.36,14.97,14.97,14.96,1.17,1.33,31.04,5.6,16411927500.0,12903027596.0,0.31,0.31,44.33,25.49
3029,129,吉大正元,24.4,7.25,1.65,55966.0,133404541.4,11.25,24.95,22.39,22.75,22.75,1.1,4.95,-88.3,3.38,4546866800.0,2761295320.0,0.16,0.08,27.28,16.86
300211,130,亿通科技,9.05,7.23,0.61,43924.0,39020170.0,7.11,9.06,8.46,8.46,8.44,1.72,1.48,77.53,5.41,2739217556.0,2687636664.0,0.33,0.22,12.14,-29.24
600791,131,京能置业,4.75,7.22,0.32,450233.0,210344392.0,9.03,4.86,4.46,4.58,4.43,3.12,9.95,-35.43,1.59,2151180000.0,2148490056.0,0.21,0.21,6.74,19.65
2017,132,东信和平,13.09,7.21,0.88,160141.0,207875679.93,9.42,13.37,12.22,12.22,12.21,1.83,3.6,100.25,4.02,5844502840.0,5826263273.0,0.0,-0.15,6.08,-13.43
601137,133,博威合金,18.15,7.21,1.22,328730.0,595488833.0,9.86,18.62,16.95,16.95,16.93,1.78,4.44,25.86,2.53,14339316242.0,13442782381.0,0.11,0.0,9.21,-22.7
300264,134,佳创视讯,6.27,7.18,0.42,402531.0,251958689.1,9.74,6.48,5.91,5.91,5.85,1.87,11.29,-53.27,20.93,2590137000.0,2234543869.0,0.0,0.0,11.76,-38.47
300658,135,延江股份,10.65,7.14,0.71,37588.0,39093899.12,7.65,10.69,9.93,10.0,9.94,1.59,2.75,91.67,2.1,2964655634.0,1455792783.0,0.47,0.47,21.58,-1.75
70,136,特发信息,6.92,7.12,0.46,274781.0,187171706.72,8.2,7.04,6.51,6.51,6.46,2.02,3.3,31.57,3.21,5844518076.0,5763041387.0,0.29,0.0,17.49,6.46
600212,137,绿能慧充,8.02,7.08,0.53,229456.0,180927353.0,8.01,8.09,7.49,7.49,7.49,0.91,4.48,-2284.96,17.64,4103811648.0,4103811648.0,-0.37,-0.12,43.21,96.09
